股票代號,個股名稱,投資比例(%),持有股數,Price
2330,台積電(2330.TW),10.81,"467,000",2440.00
2454,聯發科(2454.TW),6.29,"164,000",4030.00
2327,國巨*(2327.TW),5.68,"659,000",905.00
2383,台光電(2383.TW),5.67,"114,000",5220.00
6223,旺矽(6223.TW),4.99,"83,000",6310.00
2345,智邦(2345.TW),4.40,"188,000",2455.00
3017,奇鋐(3017.TW),4.06,"174,000",2450.00
3037,欣興(3037.TW),3.77,"471,000",840.00
2308,台達電(2308.TW),3.46,"192,000",1890.00
2303,聯電(2303.TW),3.28,"2,223,000",155.00
6274,台燿(6274.TW),3.14,"209,000",1575.00
2344,華邦電(2344.TW),2.73,"1,647,000",174.00
6669,緯穎(6669.TW),2.67,"56,000",5015.00
6515,穎崴(6515.TW),2.60,"34,000",8025.00
3711,日月光投控(3711.TW),2.59,"418,000",651.00
5536,聖暉*(5536.TW),2.54,"191,000",1395.00
5274,信驊(5274.TW),2.28,"16,600",14415.00
2368,金像電(2368.TW),2.01,"186,000",1135.00
3665,貿聯-KY(3665.TW),1.96,"104,000",1980.00
3189,景碩(3189.TW),1.85,"282,000",687.00
2408,南亞科(2408.TW),1.67,"434,000",403.00
4958,臻鼎-KY(4958.TW),1.64,"315,000",548.00
2059,川湖(2059.TW),1.42,"18,000",8260.00
8046,南電(8046.TW),1.27,"129,000",1030.00
3264,欣銓(3264.TW),1.00,"453,000",231.50
2885,元大金(2885.TW),0.97,"1,465,000",69.80
2881,富邦金(2881.TW),0.92,"782,000",123.00
2883,凱基金(2883.TW),0.87,"3,020,000",30.10
2890,永豐金(2890.TW),0.79,"2,009,000",41.10
6446,藥華藥(6446.TW),0.68,"48,000",1495.00
2891,中信金(2891.TW),0.67,"996,000",70.20
5904,寶雅(5904.TW),0.59,"85,000",725.00
8996,高力(8996.TW),0.56,"44,000",1335.00
2347,聯強(2347.TW),0.53,"610,000",91.30
6196,帆宣(6196.TW),0.48,"90,000",562.00
8021,尖點(8021.TW),0.41,"86,000",498.00
2472,立隆電(2472.TW),0.41,"118,000",369.00
2618,長榮航(2618.TW),0.40,"990,000",42.40
3481,群創(3481.TW),0.40,"658,000",64.20
4904,遠傳(4904.TW),0.39,"395,000",103.00
3042,晶技(3042.TW),0.27,"134,000",210.00
5289,宜鼎(5289.TW),0.26,"17,000",1590.00
6213,聯茂(6213.TW),0.25,"70,000",379.00
6257,矽格(6257.TW),0.24,"103,000",242.00
2395,研華(2395.TW),0.23,"48,000",496.50
1303,南亞(1303.TW),0.22,"136,000",166.50
3702,大聯大(3702.TW),0.22,"215,000",109.00
8150,南茂(8150.TW),0.21,"203,000",109.00
3023,信邦(3023.TW),0.18,"57,000",325.00
1590,亞德客-KY(1590.TW),0.16,"12,000",1380.00
7769,鴻勁(7769.TW),0.12,"2,000",6180.00
