股票代號,個股名稱,投資比例(%),持有股數,Price
2330,台積電(2330.TW),10.28,"11,657,000",2185.00
2383,台光電(2383.TW),8.38,"4,723,000",4395.00
2345,智邦(2345.TW),5.92,"6,231,000",2355.00
2454,聯發科(2454.TW),5.56,"4,263,000",3230.00
2308,台達電(2308.TW),5.08,"6,572,000",1915.00
6223,旺矽(6223.TW),4.97,"2,169,000",5680.00
3017,奇鋐(3017.TW),4.65,"4,925,000",2340.00
6669,緯穎(6669.TW),4.55,"2,294,000",4910.00
8046,南電(8046.TW),4.23,"12,658,000",829.00
2327,國巨*(2327.TW),3.84,"18,313,000",520.00
3665,貿聯-KY(3665.TW),3.73,"4,703,848",1965.00
3037,欣興(3037.TW),3.59,"10,822,000",823.00
2368,金像電(2368.TW),3.50,"7,018,000",1235.00
2303,聯電(2303.TW),2.89,"66,190,000",108.00
3711,日月光投控(3711.TW),2.88,"14,998,000",476.00
3653,健策(3653.TW),2.77,"2,267,000",3030.00
5274,信驊(5274.TW),2.65,"422,000",15560.00
6274,台燿(6274.TW),2.02,"4,151,000",1205.00
6515,穎崴(6515.TW),1.62,"442,000",9080.00
2449,京元電子(2449.TW),1.45,"12,919,000",277.50
6510,精測(6510.TW),1.27,"930,000",3385.00
6805,富世達(6805.TW),1.22,"1,761,000",1720.00
8210,勤誠(8210.TW),1.02,"1,967,000",1285.00
3533,嘉澤(3533.TW),0.59,"624,000",2360.00
2404,漢唐(2404.TW),0.58,"1,394,000",1025.00
6187,萬潤(6187.TW),0.54,"1,224,000",1085.00
5439,高技(5439.TW),0.52,"3,528,000",364.50
3264,欣銓(3264.TW),0.52,"6,217,000",206.50
3008,大立光(3008.TW),0.42,"329,000",3200.00
2357,華碩(2357.TW),0.42,"1,622,000",640.00
2313,華通(2313.TW),0.42,"4,124,000",255.00
8996,高力(8996.TW),0.41,"1,034,000",994.00
8358,金居(8358.TW),0.37,"1,980,000",460.00
8150,南茂(8150.TW),0.34,"11,334,000",74.40
4966,譜瑞-KY(4966.TW),0.32,"1,036,000",757.00
6278,台表科(6278.TW),0.31,"3,734,000",203.00
1590,亞德客-KY(1590.TW),0.30,"530,000",1405.00
6147,頎邦(6147.TW),0.28,"3,201,000",215.50
6415,矽力*-KY(6415.TW),0.21,"1,038,000",507.00
3443,創意(3443.TW),0.18,"96,000",4605.00
6191,精成科(6191.TW),0.15,"3,988,000",94.20
3376,新日興(3376.TW),0.14,"1,741,000",202.50
3036,文曄(3036.TW),0.14,"1,200,000",279.00
2481,強茂(2481.TW),0.11,"2,056,000",133.00
3217,優群(3217.TW),0.07,"874,000",188.50
2002,中鋼(2002.TW),0.04,"5,163,000",18.10
1319,東陽(1319.TW),0.02,"511,000",80.60
1815,富喬(1815.TW),0.00,"107,000",99.50
2317,鴻海(2317.TW),0.00,"1,000",240.00
2439,美律(2439.TW),0.00,"18,000",85.30
5347,世界(5347.TW),0.00,"1,000",159.00
3661,世芯-KY(3661.TW),0.00,"1,000",4600.00
