股票代號,個股名稱,投資比例(%),持有股數,Price
2330,台積電(2330.TW),8.34,"90,000",2380.00
3037,欣興(3037.TW),7.10,"190,000",992.00
2383,台光電(2383.TW),6.97,"34,000",5290.00
3443,創意(3443.TW),6.76,"38,000",4530.00
6223,旺矽(6223.TW),6.44,"27,000",6225.00
3017,奇鋐(3017.TW),6.32,"58,000",2765.00
2454,聯發科(2454.TW),4.88,"32,000",3960.00
3665,貿聯-KY(3665.TW),4.30,"50,000",2190.00
2408,南亞科(2408.TW),4.29,"240,000",502.00
6274,台燿(6274.TW),4.22,"75,000",1460.00
8046,南電(8046.TW),3.84,"91,000",1130.00
3081,聯亞(3081.TW),3.41,"37,800",2535.00
6805,富世達(6805.TW),3.20,"49,000",1755.00
3653,健策(3653.TW),3.08,"18,000",4135.00
2455,全新(2455.TW),2.92,"205,000",384.50
7769,鴻勁(7769.TW),2.47,"10,000",6280.00
2345,智邦(2345.TW),2.43,"28,000",2165.00
3231,緯創(3231.TW),2.35,"327,000",193.00
6683,雍智科技(6683.TW),2.28,"52,000",1230.00
8028,昇陽半導體(8028.TW),2.17,"218,000",264.00
6515,穎崴(6515.TW),2.12,"8,000",6830.00
3363,上詮(3363.TW),2.11,"92,729",640.00
6739,竹陞科技(6739.TW),1.97,"50,000",1050.00
8358,金居(8358.TW),1.57,"114,000",346.00
4764,雙鍵(4764.TW),1.34,"145,000",232.00
5274,信驊(5274.TW),0.19,300,16540.00
