股票代號,個股名稱,投資比例(%),持有股數,Price
2330,台積電(2330.TW),13.47,"4,000,000",2200.00
2383,台光電(2383.TW),8.16,"1,300,000",4100.00
2408,南亞科(2408.TW),6.71,"12,400,000",353.50
2327,國巨*(2327.TW),5.82,"7,500,000",507.00
2454,聯發科(2454.TW),5.21,"1,080,000",3150.00
2059,川湖(2059.TW),4.59,"420,000",7145.00
3037,欣興(3037.TW),4.48,"4,250,000",688.00
6223,旺矽(6223.TW),4.40,"600,000",4790.00
2345,智邦(2345.TW),4.39,"1,500,000",1910.00
8046,南電(8046.TW),4.04,"3,000,000",879.00
6669,緯穎(6669.TW),3.54,"450,000",5135.00
6274,台燿(6274.TW),3.36,"2,150,000",1020.00
3711,日月光投控(3711.TW),3.21,"4,200,000",499.00
7769,鴻勁(7769.TW),2.85,"360,000",5175.00
3017,奇鋐(3017.TW),2.76,"860,000",2095.00
3189,景碩(3189.TW),2.65,"3,000,000",576.00
8299,群聯(8299.TW),2.55,"1,100,000",1515.00
3026,禾伸堂(3026.TW),1.96,"2,700,000",474.50
3665,貿聯-KY(3665.TW),1.89,"590,000",2090.00
5274,信驊(5274.TW),1.59,"80,500",12910.00
2308,台達電(2308.TW),1.51,"660,000",1495.00
2404,漢唐(2404.TW),1.24,"799,000",1015.00
6515,穎崴(6515.TW),1.16,"140,000",5415.00
