股票代號,個股名稱,投資比例(%),持有股數,Price
2330,台積電(2330.TW),8.48,"1,794,000",2460.00
2454,聯發科(2454.TW),6.73,"736,000",4760.00
6669,緯穎(6669.TW),6.65,"1,391,225",2490.00
6139,亞翔(6139.TW),5.33,"3,758,000",739.00
3105,穩懋(3105.TW),4.94,"5,709,000",450.50
2059,川湖(2059.TW),4.86,"182,000",13905.00
2360,致茂(2360.TW),3.54,"827,000",2230.00
3491,昇達科(3491.TW),3.42,"1,180,000",1510.00
2383,台光電(2383.TW),3.31,"314,000",5495.00
3008,大立光(3008.TW),3.25,"254,000",6660.00
6223,旺矽(6223.TW),3.24,"307,000",5490.00
6531,愛普*(6531.TW),3.06,"1,660,000",960.00
4958,臻鼎-KY(4958.TW),3.04,"3,158,000",501.00
2345,智邦(2345.TW),2.50,"621,000",2100.00
3017,奇鋐(3017.TW),2.45,"373,000",3420.00
6488,環球晶(6488.TW),2.05,"1,100,000",971.00
2395,研華(2395.TW),1.91,"1,463,000",680.00
2301,光寶科(2301.TW),1.87,"3,251,000",299.00
3583,辛耘(3583.TW),1.54,"1,110,000",722.00
2455,全新(2455.TW),1.49,"1,549,000",500.00
2303,聯電(2303.TW),1.43,"5,190,000",143.00
3231,緯創(3231.TW),1.40,"3,693,000",197.00
5274,信驊(5274.TW),1.32,"35,900",19215.00
2377,微星(2377.TW),1.31,"4,308,000",158.50
2376,技嘉(2376.TW),1.24,"1,767,000",364.50
6214,精誠(6214.TW),1.24,"3,494,000",185.00
5483,中美晶(5483.TW),1.22,"3,470,000",183.50
2467,志聖(2467.TW),1.19,"1,000,000",619.00
2428,興勤(2428.TW),1.15,"2,310,000",259.50
3265,台星科(3265.TW),1.15,"3,406,000",176.00
5425,台半(5425.TW),1.14,"6,435,000",92.40
3711,日月光投控(3711.TW),1.12,"939,000",621.00
6274,台燿(6274.TW),1.12,"426,000",1370.00
3090,日電貿(3090.TW),1.10,"3,335,000",171.50
2478,大毅(2478.TW),1.07,"4,404,000",127.00
6239,力成(6239.TW),1.03,"1,910,000",280.00
8996,高力(8996.TW),0.91,"382,000",1240.00
6472,保瑞(6472.TW),0.82,"1,032,000",416.00
2486,一詮(2486.TW),0.79,"1,607,000",254.50
5536,聖暉*(5536.TW),0.76,"455,000",874.00
3529,力旺(3529.TW),0.46,"93,000",2570.00
6672,騰輝電子-KY(6672.TW),0.31,"535,000",299.50
6196,帆宣(6196.TW),0.30,"304,000",514.00
2885,元大金(2885.TW),0.30,"2,213,556",70.20
2476,鉅祥(2476.TW),0.30,"1,281,000",122.00
6640,均華(6640.TW),0.29,"116,000",1300.00
3617,碩天(3617.TW),0.28,"577,000",248.50
8070,長華*(8070.TW),0.27,"2,792,000",49.90
6446,藥華藥(6446.TW),0.11,"42,000",1325.00
6177,達麗(6177.TW),0.02,"194,350",47.40
3443,創意(3443.TW),0.01,"1,000",5935.00
2886,兆豐金(2886.TW),0.00,"1,000",50.20
4441,振大環球(4441.TW),0.00,"4,000",174.50
2881,富邦金(2881.TW),0.00,250,149.50
1519,華城(1519.TW),0.00,660,739.00
8358,金居(8358.TW),0.00,"1,000",515.00
