股票代號,個股名稱,投資比例(%),持有股數,Price
1319,東陽(1319.TW),N/A,N/A,79.90
1519,華城(1519.TW),N/A,600,872.00
1785,光洋科(1785.TW),N/A,N/A,142.00
2059,川湖(2059.TW),N/A,N/A,3445.00
2303,聯電(2303.TW),N/A,N/A,68.30
2308,台達電(2308.TW),N/A,N/A,1845.00
2313,華通(2313.TW),N/A,N/A,260.00
2330,台積電(2330.TW),N/A,N/A,2085.00
2345,智邦(2345.TW),N/A,N/A,2035.00
2347,聯強(2347.TW),N/A,N/A,82.20
2360,致茂(2360.TW),N/A,N/A,2050.00
2368,金像電(2368.TW),N/A,N/A,1165.00
2383,台光電(2383.TW),N/A,N/A,3835.00
2404,漢唐(2404.TW),N/A,N/A,935.00
2454,聯發科(2454.TW),N/A,N/A,1895.00
2467,志聖(2467.TW),N/A,N/A,515.00
2472,立隆電(2472.TW),N/A,N/A,179.00
2548,華固(2548.TW),N/A,N/A,128.50
2881,富邦金(2881.TW),N/A,250,87.90
2885,元大金(2885.TW),N/A,N/A,50.70
2886,兆豐金(2886.TW),N/A,N/A,39.95
3008,大立光(3008.TW),N/A,N/A,2820.00
3017,奇鋐(3017.TW),N/A,N/A,2440.00
3030,德律(3030.TW),N/A,N/A,308.00
3105,穩懋(3105.TW),N/A,N/A,490.50
3131,弘塑(3131.TW),N/A,N/A,3255.00
3211,順達(3211.TW),N/A,N/A,348.50
3264,欣銓(3264.TW),N/A,N/A,175.00
3376,新日興(3376.TW),N/A,N/A,195.00
3443,創意(3443.TW),N/A,N/A,3345.00
3491,昇達科(3491.TW),N/A,N/A,1750.00
3529,力旺(3529.TW),N/A,N/A,3705.00
3533,嘉澤(3533.TW),N/A,N/A,2510.00
3583,辛耘(3583.TW),N/A,N/A,704.00
3665,貿聯-KY(3665.TW),N/A,N/A,2395.00
3706,神達(3706.TW),N/A,N/A,82.80
3711,日月光投控(3711.TW),N/A,N/A,450.50
4441,振大環球(4441.TW),N/A,N/A,195.50
4938,和碩(4938.TW),N/A,N/A,80.10
4958,臻鼎-KY(4958.TW),N/A,N/A,256.50
5274,信驊(5274.TW),N/A,N/A,14480.00
5289,宜鼎(5289.TW),N/A,N/A,1085.00
5536,聖暉*(5536.TW),N/A,N/A,790.00
6139,亞翔(6139.TW),N/A,N/A,669.00
6147,頎邦(6147.TW),N/A,N/A,114.00
6177,達麗(6177.TW),N/A,N/A,46.05
6223,旺矽(6223.TW),N/A,N/A,4915.00
6257,矽格(6257.TW),N/A,N/A,180.00
6274,台燿(6274.TW),N/A,N/A,960.00
6285,啟碁(6285.TW),N/A,N/A,267.00
6488,環球晶(6488.TW),N/A,N/A,540.00
6510,精測(6510.TW),N/A,N/A,3660.00
6669,緯穎(6669.TW),N/A,N/A,3700.00
6691,洋基工程(6691.TW),N/A,N/A,658.00
6805,富世達(6805.TW),N/A,N/A,1900.00
7769,鴻勁(7769.TW),N/A,N/A,4295.00
8046,南電(8046.TW),N/A,N/A,721.00
8358,金居(8358.TW),N/A,N/A,334.50
8464,億豐(8464.TW),N/A,N/A,370.00
8996,高力(8996.TW),N/A,N/A,1115.00
