股票代號,個股名稱,投資比例(%),持有股數,Price
2454,聯發科(2454.TW),7.61,"58,000",4640.00
2330,台積電(2330.TW),7.15,"110,000",2300.00
2308,台達電(2308.TW),5.91,"83,000",2520.00
7769,鴻勁(7769.TW),3.53,"16,000",7800.00
2383,台光電(2383.TW),3.12,"20,803",5305.00
6669,緯穎(6669.TW),2.73,"19,000",5075.00
6285,啟碁(6285.TW),2.66,"302,000",311.50
2360,致茂(2360.TW),2.60,"35,000",2625.00
3711,日月光投控(3711.TW),2.52,"139,000",642.00
4958,臻鼎-KY(4958.TW),2.48,"165,000",532.00
6223,旺矽(6223.TW),2.35,"13,000",6390.00
2891,中信金(2891.TW),2.09,"1,249,000",59.20
2382,廣達(2382.TW),2.07,"235,000",312.00
2345,智邦(2345.TW),2.00,"27,000",2620.00
2885,元大金(2885.TW),1.98,"1,174,000",59.50
2882,國泰金(2882.TW),1.95,"807,000",85.40
2449,京元電子(2449.TW),1.84,"206,000",315.50
2313,華通(2313.TW),1.84,"231,000",282.00
3044,健鼎(3044.TW),1.75,"118,000",524.00
2379,瑞昱(2379.TW),1.73,"101,000",605.00
2303,聯電(2303.TW),1.64,"404,000",143.50
3491,昇達科(3491.TW),1.59,"27,000",2080.00
3167,大量(3167.TW),1.53,"66,000",820.00
2883,凱基金(2883.TW),1.41,"2,235,000",22.30
2357,華碩(2357.TW),1.33,"67,000",701.00
3665,貿聯-KY(3665.TW),1.32,"22,000",2115.00
1519,華城(1519.TW),1.29,"52,000",878.00
2881,富邦金(2881.TW),1.24,"398,000",110.00
2603,長榮(2603.TW),1.19,"199,000",211.50
2884,玉山金(2884.TW),1.12,"1,269,000",31.15
4991,環宇-KY(4991.TW),1.08,"49,000",783.00
5274,信驊(5274.TW),1.03,"2,000",18230.00
5347,世界(5347.TW),1.03,"220,000",166.00
2412,中華電(2412.TW),1.00,"257,000",137.00
3653,健策(3653.TW),0.93,"9,000",3670.00
6531,愛普*(6531.TW),0.92,"30,000",1080.00
6510,精測(6510.TW),0.90,"10,000",3195.00
4904,遠傳(4904.TW),0.85,"325,000",92.90
6515,穎崴(6515.TW),0.83,"3,000",9795.00
3037,欣興(3037.TW),0.82,"27,000",1080.00
2368,金像電(2368.TW),0.78,"20,000",1375.00
2887,台新新光金(2887.TW),0.77,"1,166,000",23.30
6187,萬潤(6187.TW),0.77,"24,000",1130.00
3529,力旺(3529.TW),0.75,"8,000",3295.00
3034,聯詠(3034.TW),0.75,"55,000",485.00
2317,鴻海(2317.TW),0.75,"101,000",264.00
5871,中租-KY(5871.TW),0.72,"237,000",107.00
3131,弘塑(3131.TW),0.58,"6,000",3425.00
6944,兆聯實業(6944.TW),0.56,"21,000",936.00
8210,勤誠(8210.TW),0.47,"12,000",1395.00
8464,億豐(8464.TW),0.42,"48,000",306.00
2886,兆豐金(2886.TW),0.41,"371,000",39.45
2467,志聖(2467.TW),0.35,"19,000",657.00
4938,和碩(4938.TW),0.32,"137,000",82.10
3231,緯創(3231.TW),0.31,"76,000",145.00
1216,統一(1216.TW),0.30,"149,000",70.20
2912,統一超(2912.TW),0.27,"47,000",206.50
8021,尖點(8021.TW),0.27,"22,000",436.00
2890,永豐金(2890.TW),0.23,"272,000",29.65
3005,神基(3005.TW),0.19,"65,000",103.00
2615,萬海(2615.TW),0.06,"26,000",81.80
1301,台塑(1301.TW),0.06,"47,000",45.45
2609,陽明(2609.TW),0.02,"14,000",52.60
