股票代號,個股名稱,投資比例(%),持有股數,Price
MU,Micron(MU.US),6.90,"116,000",
285A,Kioxia Holdings(285A.JP),5.88,"178,000",
009150,Samsung Elec Mech(009150.KS),5.75,"80,000",
AMD,AMD(AMD.US),5.01,"185,000",
SNDK,Sandisk(SNDK.US),4.58,"41,000",
6981,Murata Mfg.(6981.JP),3.57,"960,000",
BE,Bloom Energy(BE.US),3.56,"209,220",
MRVL,Marvell(MRVL.US),3.48,"230,000",
INFINEON TECHNOLOGIES AG,INFINEON TECHNOLOGIES AG,3.02,"625,000",
2383,台光電(2383.TW),2.99,"330,000",5700.00
2454,聯發科(2454.TW),2.84,"410,000",4535.00
LITE,Lumentum(LITE.US),2.72,"62,000",
WDC,Western Digital(WDC.US),2.59,"72,000",
3037,欣興(3037.TW),2.58,"1,650,000",974.00
6997,Nippon Chemi-Con(6997.JP),2.25,"1,275,100",74.90
4062,IBIDEN(4062.JP),2.21,"275,000",
VSH,Vishay(VSH.US),2.21,"700,429",
5706,Mitsui Kinzoku(5706.JP),2.09,"130,000",52.80
6976,TAIYO YUDEN(6976.JP),2.03,"380,000",
6787,Meiko Electronics(6787.JP),1.97,"175,000",
STM,STMicroelectronics(STM.US),1.86,"475,000",
8035,Tokyo Electron(8035.JP),1.80,"76,000",
BE SEMICONDUCTOR INDUSTRIES,BE SEMICONDUCTOR INDUSTRIES,1.62,"90,000",
ARM,Arm(ARM.US),1.60,"80,000",
2330,台積電(2330.TW),1.56,"400,000",2490.00
6920,Lasertec Corporation(6920.JP),1.53,"87,500",
CRDO,Credo(CRDO.US),1.44,"97,000",
5274,信驊(5274.TW),1.38,"46,000",18505.00
AIXTRON SE,AIXTRON SE,1.29,"380,000",
6515,穎崴(6515.TW),1.29,"88,000",9450.00
2308,台達電(2308.TW),1.17,"350,000",2080.00
6223,旺矽(6223.TW),1.15,"115,000",6680.00
3711,日月光投控(3711.TW),1.15,"1,100,000",662.00
COHR,Coherent(COHR.US),1.15,"55,000",
3436,SUMCO(3436.JP),1.12,"875,400",
7826,Furuya Metal(7826.JP),1.09,"374,300",
2303,聯電(2303.TW),0.99,"4,000,000",170.00
3017,奇鋐(3017.TW),0.81,"215,000",2425.00
6274,台燿(6274.TW),0.72,"244,000",1735.00
6278,Union Tool(6278.JP),0.66,"90,000",204.00
S.O.I.T.E.C.,S.O.I.T.E.C.,0.66,"90,000",
PERIC SPECIAL GASES CO LTD-A,PERIC SPECIAL GASES CO LTD-A,0.57,"200,000",
CRWD,CrowdStrike Holdings(CRWD.US),0.46,"14,000",
7769,鴻勁(7769.TW),0.39,"36,000",6810.00
NVDA,NVIDIA(NVDA.US),0.21,"20,000",
