股票代號,個股名稱,投資比例(%),持有股數,Price
SNDK,Sandisk(SNDK.US),5.84,"38,000",
LITE,Lumentum(LITE.US),5.66,"55,000",
MU,Micron(MU.US),4.72,"65,000",
BE,Bloom Energy(BE.US),4.51,"145,000",
2454,聯發科(2454.TW),3.74,"315,000",3420.00
2383,台光電(2383.TW),3.72,"217,000",4960.00
AMD,AMD(AMD.US),3.12,"68,000",
009150,Samsung Elec Mech(009150.KS),3.09,"44,000",
CIEN,Ciena(CIEN.US),2.95,"47,000",
MRVL,Marvell(MRVL.US),2.78,"148,000",
6787,Meiko Electronics(6787.JP),2.69,"130,000",
3037,欣興(3037.TW),2.66,"897,000",896.00
WDC,Western Digital(WDC.US),2.63,"50,000",
GLW,Corning(GLW.US),2.39,"120,700",
6515,穎崴(6515.TW),2.35,"67,000",9860.00
5801,Furukawa Electric(5801.JP),2.07,"72,000",
GEV,GE Vernova(GEV.US),2.00,"16,400",
2308,台達電(2308.TW),1.97,"257,000",2280.00
FORM,FormFactor(FORM.US),1.95,"120,000",
AIXTRON SE,AIXTRON SE,1.95,"305,000",
5274,信驊(5274.TW),1.94,"30,000",17890.00
GOOGL,Alphabet - Class A Common Stock(GOOGL.US),1.91,"44,000",
3017,奇鋐(3017.TW),1.81,"215,000",2415.00
SIEMENS ENERGY AG,SIEMENS ENERGY AG,1.78,"75,000",
5706,Mitsui Kinzoku(5706.JP),1.72,"60,000",51.90
COHR,Coherent(COHR.US),1.69,"45,000",
4062,IBIDEN(4062.JP),1.68,"180,000",
2330,台積電(2330.TW),1.60,"206,000",2310.00
3711,日月光投控(3711.TW),1.54,"850,000",540.00
7826,Furuya Metal(7826.JP),1.41,"280,000",
HOCHTIEF AG,HOCHTIEF AG,1.40,"20,000",
6997,Nippon Chemi-Con(6997.JP),1.39,"751,000",71.20
285A,Kioxia Holdings(285A.JP),1.27,"50,000",
APPLIED OPTOELECTRONICS INC,APPLIED OPTOELECTRONICS INC,1.26,"65,000",
3110,Nittobo(3110.JP),1.24,"63,200",
AVGO,Broadcom(AVGO.US),1.16,"25,000",
TER,Teradyne(TER.US),1.00,"24,000",
006400,SAMSUNG SDI(006400.KS),0.95,"18,000",
VIAV,Viavi Solutions(VIAV.US),0.87,"150,000",
5803,Fujikura(5803.JP),0.85,"210,000",
S.O.I.T.E.C.,S.O.I.T.E.C.,0.84,"45,000",
6869,長飛光纖光纜(6869.HK),0.78,"260,000",86.90
AXTI,AXT(AXTI.US),0.78,"68,000",
NVDA,NVIDIA(NVDA.US),0.68,"30,000",
268A,Rigaku Holdings(268A.JP),0.56,"300,000",
2360,致茂(2360.TW),0.49,"60,000",2325.00
NBIS,Nebius Group(NBIS.US),0.42,"20,000",
6223,旺矽(6223.TW),0.41,"24,000",5030.00
