股票代號,個股名稱,投資比例(%),持有股數,Price
SNDK,Sandisk(SNDK.US),5.31,"38,000",
LITE,Lumentum(LITE.US),5.12,"55,000",
MU,Micron(MU.US),4.38,"65,000",
BE,Bloom Energy(BE.US),3.91,"145,000",
2383,台光電(2383.TW),3.58,"217,000",4750.00
2454,聯發科(2454.TW),3.58,"315,000",3630.00
AMD,AMD(AMD.US),3.20,"75,000",
009150,Samsung Elec Mech(009150.KS),3.09,"47,000",
6787,Meiko Electronics(6787.JP),2.71,"130,000",
4062,IBIDEN(4062.JP),2.70,"247,400",
3037,欣興(3037.TW),2.67,"897,000",818.00
CIEN,Ciena(CIEN.US),2.64,"47,000",
GLW,Corning(GLW.US),2.57,"135,000",
MRVL,Marvell(MRVL.US),2.47,"148,000",
WDC,Western Digital(WDC.US),2.42,"50,000",
5801,Furukawa Electric(5801.JP),2.23,"72,000",
6515,穎崴(6515.TW),2.20,"67,000",9630.00
2308,台達電(2308.TW),2.11,"279,000",2200.00
2330,台積電(2330.TW),2.07,"270,000",2290.00
FORM,FormFactor(FORM.US),1.96,"130,000",
5706,Mitsui Kinzoku(5706.JP),1.92,"60,000",51.40
AIXTRON SE,AIXTRON SE,1.83,"305,000",
GOOGL,Alphabet - Class A Common Stock(GOOGL.US),1.83,"44,000",
GEV,GE Vernova(GEV.US),1.79,"16,400",
5274,信驊(5274.TW),1.78,"30,000",16955.00
3017,奇鋐(3017.TW),1.73,"215,000",2445.00
SIEMENS ENERGY AG,SIEMENS ENERGY AG,1.66,"75,000",
3711,日月光投控(3711.TW),1.53,"850,000",516.00
7826,Furuya Metal(7826.JP),1.50,"280,000",
COHR,Coherent(COHR.US),1.50,"45,000",
6997,Nippon Chemi-Con(6997.JP),1.48,"751,000",70.60
285A,Kioxia Holdings(285A.JP),1.45,"50,000",
3110,Nittobo(3110.JP),1.35,"63,200",
HOCHTIEF AG,HOCHTIEF AG,1.34,"20,000",
AVGO,Broadcom(AVGO.US),1.08,"25,000",
APPLIED OPTOELECTRONICS INC,APPLIED OPTOELECTRONICS INC,1.07,"65,000",
5803,Fujikura(5803.JP),0.91,"210,000",
006400,SAMSUNG SDI(006400.KS),0.90,"18,000",
TER,Teradyne(TER.US),0.89,"24,000",
6223,旺矽(6223.TW),0.84,"50,000",5025.00
S.O.I.T.E.C.,S.O.I.T.E.C.,0.83,"45,000",
6869,長飛光纖光纜(6869.HK),0.81,"260,000",87.30
VIAV,Viavi Solutions(VIAV.US),0.80,"150,000",
AXTI,AXT(AXTI.US),0.77,"68,000",
台燿,台燿,0.72,"150,000",
NVDA,NVIDIA(NVDA.US),0.66,"30,000",
268A,Rigaku Holdings(268A.JP),0.62,"300,000",
2360,致茂(2360.TW),0.46,"60,000",2230.00
NBIS,Nebius Group(NBIS.US),0.39,"20,000",
