股票代號,個股名稱,投資比例(%),持有股數,Price
LITE,Lumentum(LITE.US),8.43,"50,000",
SNDK,Sandisk(SNDK.US),4.57,"30,000",
MU,Micron(MU.US),4.46,"55,000",
GLW,Corning(GLW.US),3.94,"120,700",
CIEN,Ciena(CIEN.US),3.54,"38,000",
6787,Meiko Electronics(6787.JP),3.52,"97,000",
GEV,GE Vernova(GEV.US),3.44,"16,400",
6515,穎崴(6515.TW),3.22,"60,000",7290.00
3017,奇鋐(3017.TW),3.21,"215,000",2110.00
5801,Furukawa Electric(5801.JP),3.11,"72,000",
SIEMENS ENERGY AG,SIEMENS ENERGY AG,2.94,"75,000",
2383,台光電(2383.TW),2.71,"139,000",2860.00
COHR,Coherent(COHR.US),2.57,"45,000",
5706,Mitsui Kinzoku(5706.JP),2.53,"60,000",52.70
005930,SAMSUNG ELEC(005930.KS),2.49,"95,000",
2308,台達電(2308.TW),2.49,"240,000",1475.00
3037,欣興(3037.TW),2.40,"720,000",488.50
2330,台積電(2330.TW),2.34,"177,000",1855.00
BE,Bloom Energy(BE.US),2.21,"68,000",
HOCHTIEF AG,HOCHTIEF AG,2.11,"20,000",
TER,Teradyne(TER.US),1.99,"28,000",
5274,信驊(5274.TW),1.93,"24,000",11315.00
285A,Kioxia Holdings(285A.JP),1.86,"65,000",
FSLY,Fastly(FSLY.US),1.74,"250,000",
3110,Nittobo(3110.JP),1.59,"56,500",
NVDA,NVIDIA(NVDA.US),1.57,"37,500",
WDC,Western Digital(WDC.US),1.43,"22,000",
AIXTRON SE,AIXTRON SE,1.40,"155,000",
2360,致茂(2360.TW),1.32,"120,000",1610.00
5803,Fujikura(5803.JP),1.29,"210,000",
009150,Samsung Elec Mech(009150.KS),1.07,"17,000",
7769,鴻勁(7769.TW),1.05,"40,000",3855.00
GOOGL,Alphabet - Class A Common Stock(GOOGL.US),0.97,"14,000",
AXTI,AXT(AXTI.US),0.93,"68,000",
S.O.I.T.E.C.,S.O.I.T.E.C.,0.92,"65,000",
268A,Rigaku Holdings(268A.JP),0.90,"300,000",
6869,長飛光纖光纜(6869.HK),0.82,"146,000",88.90
VIAV,Viavi Solutions(VIAV.US),0.80,"100,000",
KEYS,Keysight Technologies(KEYS.US),0.68,"10,000",
4971,MEC(4971.JP),0.67,"71,000",580.00
403870,HPSP(403870.KS),0.64,"100,000",
BKSY,BlackSky(BKSY.US),0.64,"105,224",
EXOSENS SAS,EXOSENS SAS,0.62,"37,000",
6961,ENPLAS(6961.JP),0.35,"20,000",56.90
SUSS MICROTEC SE,SUSS MICROTEC SE,0.34,"25,000",
