股票代號,個股名稱,投資比例(%),持有股數,Price
AMD,AMD(AMD.US),5.95,"205,000",
MU,Micron(MU.US),4.77,"96,000",
009150,Samsung Elec Mech(009150.KS),4.21,"83,000",
AMAT,Applied Materials(AMAT.US),4.19,"135,000",
BE,Bloom Energy(BE.US),3.90,"310,000",
3037,欣興(3037.TW),3.45,"2,400,000",750.00
6981,Murata Mfg.(6981.JP),3.44,"1,250,000",
285A,Kioxia Holdings(285A.JP),3.39,"180,000",
2330,台積電(2330.TW),3.11,"750,000",2320.00
2327,國巨*(2327.TW),3.04,"2,400,000",630.00
2383,台光電(2383.TW),3.01,"370,000",4395.00
SNDK,Sandisk(SNDK.US),2.78,"35,000",
2454,聯發科(2454.TW),2.71,"445,000",3340.00
INFINEON TECHNOLOGIES AG,INFINEON TECHNOLOGIES AG,2.67,"625,000",
8035,Tokyo Electron(8035.JP),2.58,"110,000",
6976,TAIYO YUDEN(6976.JP),2.39,"600,000",
3436,SUMCO(3436.JP),2.22,"1,572,000",
3711,日月光投控(3711.TW),2.00,"1,800,000",597.00
KLAC,KLA(KLAC.US),1.99,"160,000",
6920,Lasertec Corporation(6920.JP),1.97,"130,000",
CRDO,Credo(CRDO.US),1.90,"160,000",
FTNT,Fortinet(FTNT.US),1.89,"200,000",
STM,STMicroelectronics(STM.US),1.73,"475,000",
NOW,ServiceNow(NOW.US),1.63,"270,000",
LITE,Lumentum(LITE.US),1.59,"37,000",
2303,聯電(2303.TW),1.56,"6,000,000",130.00
VECO,Veeco Instruments Inc.(VECO.US),1.53,"500,000",
6871,MICRONICS(6871.JP),1.51,"300,000",
6223,旺矽(6223.TW),1.47,"145,000",5455.00
PANW,Palo Alto(PANW.US),1.47,"70,000",
6997,Nippon Chemi-Con(6997.JP),1.45,"1,275,100",71.90
MRVL,Marvell(MRVL.US),1.44,"130,000",
TSEM,Tower Semiconductor(TSEM.US),1.44,"105,000",
WDC,Western Digital(WDC.US),1.40,"50,000",
AIXTRON SE,AIXTRON SE,0.82,"310,000",
000660,SK hynix(000660.KS),0.72,"10,000",
301377,鼎泰高科(301377.SZ),0.70,"189,988",
2308,台達電(2308.TW),0.55,"175,000",1705.00
6274,台燿(6274.TW),0.54,"255,000",1125.00
300408,三環集團(300408.SZ),0.51,"599,909",
3017,奇鋐(3017.TW),0.46,"115,000",2135.00
4062,IBIDEN(4062.JP),0.34,"60,000",
6278,Union Tool(6278.JP),0.19,"30,000",157.50
