股票代號,個股名稱,投資比例(%),持有股數,Price
MU,Micron(MU.US),6.48,"110,500",
009150,Samsung Elec Mech(009150.KS),5.71,"80,000",
AMD,AMD(AMD.US),5.45,"185,000",
285A,Kioxia Holdings(285A.JP),5.14,"168,000",
SNDK,Sandisk(SNDK.US),4.43,"39,000",
MRVL,Marvell(MRVL.US),3.83,"230,000",
6981,Murata Mfg.(6981.JP),3.25,"960,000",
LITE,Lumentum(LITE.US),3.20,"62,000",
2454,聯發科(2454.TW),3.13,"410,000",4560.00
2383,台光電(2383.TW),2.84,"330,000",5120.00
INFINEON TECHNOLOGIES AG,INFINEON TECHNOLOGIES AG,2.82,"557,550",
WDC,Western Digital(WDC.US),2.54,"72,000",
BE,Bloom Energy(BE.US),2.51,"170,000",
6976,TAIYO YUDEN(6976.JP),2.47,"380,000",
3037,欣興(3037.TW),2.46,"1,500,000",981.00
4062,IBIDEN(4062.JP),2.10,"275,000",
6997,Nippon Chemi-Con(6997.JP),2.06,"1,275,100",75.10
VSH,Vishay(VSH.US),1.99,"580,429",
5706,Mitsui Kinzoku(5706.JP),1.95,"130,000",53.00
6787,Meiko Electronics(6787.JP),1.79,"175,000",
BE SEMICONDUCTOR INDUSTRIES,BE SEMICONDUCTOR INDUSTRIES,1.77,"90,000",
NOK,Nokia(NOK.US),1.68,"2,100,000",
2330,台積電(2330.TW),1.62,"400,000",2400.00
STM,STMicroelectronics(STM.US),1.60,"375,000",
6515,穎崴(6515.TW),1.49,"88,000",9945.00
ARM,Arm(ARM.US),1.46,"65,518",
AIXTRON SE,AIXTRON SE,1.40,"380,000",
5274,信驊(5274.TW),1.40,"46,000",18155.00
CRDO,Credo(CRDO.US),1.36,"97,000",
2308,台達電(2308.TW),1.32,"350,000",2230.00
3436,SUMCO(3436.JP),1.27,"875,400",
6223,旺矽(6223.TW),1.26,"115,000",6445.00
7826,Furuya Metal(7826.JP),1.13,"374,300",
8035,Tokyo Electron(8035.JP),1.13,"46,000",
3711,日月光投控(3711.TW),1.11,"1,100,000",592.00
603256,宏和科技(603256.SH),1.06,"580,000",
CRWD,CrowdStrike Holdings(CRWD.US),1.05,"28,000",
6963,ROHM(6963.JP),0.90,"510,000",
3017,奇鋐(3017.TW),0.89,"215,000",2370.00
NVDA,NVIDIA(NVDA.US),0.86,"75,000",
COHR,Coherent(COHR.US),0.85,"38,000",
AXTI,AXT(AXTI.US),0.84,"140,000",
6920,Lasertec Corporation(6920.JP),0.81,"50,000",
S.O.I.T.E.C.,S.O.I.T.E.C.,0.78,"90,000",
2360,致茂(2360.TW),0.77,"200,000",2325.00
DDOG,Datadog(DDOG.US),0.75,"60,000",
6274,台燿(6274.TW),0.62,"230,000",1610.00
7769,鴻勁(7769.TW),0.44,"36,000",7360.00
HOCHTIEF AG,HOCHTIEF AG,0.09,"3,000",
