股票代號,個股名稱,投資比例(%),持有股數,Price
SNDK,Sandisk(SNDK.US),5.87,"38,000",
LITE,Lumentum(LITE.US),4.91,"55,000",
MU,Micron(MU.US),4.80,"65,000",
BE,Bloom Energy(BE.US),3.74,"145,000",
2454,聯發科(2454.TW),3.60,"315,000",3880.00
AMD,AMD(AMD.US),3.37,"75,000",
2383,台光電(2383.TW),3.25,"217,000",4850.00
009150,Samsung Elec Mech(009150.KS),2.88,"47,000",
CIEN,Ciena(CIEN.US),2.82,"52,000",
GLW,Corning(GLW.US),2.77,"150,000",
6787,Meiko Electronics(6787.JP),2.75,"130,000",
4062,IBIDEN(4062.JP),2.66,"275,000",
MRVL,Marvell(MRVL.US),2.49,"148,000",
WDC,Western Digital(WDC.US),2.37,"50,000",
3037,欣興(3037.TW),2.31,"897,000",861.00
5706,Mitsui Kinzoku(5706.JP),2.18,"69,200",51.50
2308,台達電(2308.TW),2.13,"307,000",2245.00
5801,Furukawa Electric(5801.JP),2.04,"72,000",
6515,穎崴(6515.TW),2.03,"67,000",10090.00
2330,台積電(2330.TW),1.95,"270,000",2235.00
GEV,GE Vernova(GEV.US),1.95,"19,000",
FORM,FormFactor(FORM.US),1.90,"130,000",
7826,Furuya Metal(7826.JP),1.86,"346,400",
285A,Kioxia Holdings(285A.JP),1.82,"65,000",
AIXTRON SE,AIXTRON SE,1.77,"305,000",
6997,Nippon Chemi-Con(6997.JP),1.77,"888,000",75.10
GOOGL,Alphabet - Class A Common Stock(GOOGL.US),1.74,"44,000",
3017,奇鋐(3017.TW),1.66,"215,000",2555.00
5274,信驊(5274.TW),1.60,"30,000",17825.00
SIEMENS ENERGY AG,SIEMENS ENERGY AG,1.55,"75,000",
COHR,Coherent(COHR.US),1.49,"45,000",
3711,日月光投控(3711.TW),1.38,"850,000",537.00
HOCHTIEF AG,HOCHTIEF AG,1.27,"20,000",
5803,Fujikura(5803.JP),1.24,"299,000",
3110,Nittobo(3110.JP),1.21,"63,200",
AVGO,Broadcom(AVGO.US),1.06,"25,000",
APPLIED OPTOELECTRONICS INC,APPLIED OPTOELECTRONICS INC,1.03,"70,000",
6274,台燿(6274.TW),0.99,"230,000",1455.00
6223,旺矽(6223.TW),0.95,"60,000",4985.00
S.O.I.T.E.C.,S.O.I.T.E.C.,0.90,"45,000",
TER,Teradyne(TER.US),0.85,"24,000",
006400,SAMSUNG SDI(006400.KS),0.82,"18,000",
6869,長飛光纖光纜(6869.HK),0.81,"260,000",86.90
AXTI,AXT(AXTI.US),0.78,"68,000",
VIAV,Viavi Solutions(VIAV.US),0.76,"150,000",
NVDA,NVIDIA(NVDA.US),0.64,"30,000",
010120,LS ELECTRIC(010120.KS),0.64,"30,000",
268A,Rigaku Holdings(268A.JP),0.59,"300,000",
2360,致茂(2360.TW),0.42,"60,000",2360.00
NBIS,Nebius Group(NBIS.US),0.35,"20,000",
