股票代號,個股名稱,投資比例(%),持有股數,Price
LITE,Lumentum(LITE.US),9.14,"50,000",
SNDK,Sandisk(SNDK.US),5.06,"31,800",
MU,Micron(MU.US),4.65,"55,000",
GLW,Corning(GLW.US),4.02,"120,700",
CIEN,Ciena(CIEN.US),3.81,"38,000",
6787,Meiko Electronics(6787.JP),3.74,"108,000",
5801,Furukawa Electric(5801.JP),3.69,"72,000",
GEV,GE Vernova(GEV.US),3.35,"16,400",
3017,奇鋐(3017.TW),3.06,"215,000",2230.00
6515,穎崴(6515.TW),2.98,"60,000",7810.00
3037,欣興(3037.TW),2.96,"750,000",620.00
2383,台光電(2383.TW),2.91,"144,000",3170.00
SIEMENS ENERGY AG,SIEMENS ENERGY AG,2.87,"75,000",
005930,SAMSUNG ELEC(005930.KS),2.73,"95,000",
2308,台達電(2308.TW),2.73,"257,000",1665.00
5706,Mitsui Kinzoku(5706.JP),2.65,"60,000",52.10
COHR,Coherent(COHR.US),2.57,"45,000",
285A,Kioxia Holdings(285A.JP),2.50,"76,500",
2330,台積電(2330.TW),2.31,"177,000",1950.00
HOCHTIEF AG,HOCHTIEF AG,2.11,"20,000",
BE,Bloom Energy(BE.US),2.07,"68,000",
TER,Teradyne(TER.US),2.01,"28,000",
5274,信驊(5274.TW),1.93,"24,000",12615.00
FSLY,Fastly(FSLY.US),1.77,"250,000",
3110,Nittobo(3110.JP),1.72,"56,500",
WDC,Western Digital(WDC.US),1.54,"22,000",
NVDA,NVIDIA(NVDA.US),1.50,"37,500",
AIXTRON SE,AIXTRON SE,1.36,"155,000",
2360,致茂(2360.TW),1.32,"120,000",1725.00
5803,Fujikura(5803.JP),1.29,"210,000",
009150,Samsung Elec Mech(009150.KS),1.14,"17,000",
7769,鴻勁(7769.TW),1.12,"40,000",4260.00
268A,Rigaku Holdings(268A.JP),1.00,"300,000",
GOOGL,Alphabet - Class A Common Stock(GOOGL.US),0.96,"14,000",
VIAV,Viavi Solutions(VIAV.US),0.86,"100,000",
S.O.I.T.E.C.,S.O.I.T.E.C.,0.82,"65,000",
BKSY,BlackSky(BKSY.US),0.80,"105,224",
6869,長飛光纖光纜(6869.HK),0.79,"146,000",84.40
AXTI,AXT(AXTI.US),0.69,"68,000",
4971,MEC(4971.JP),0.69,"71,000",645.00
KEYS,Keysight Technologies(KEYS.US),0.67,"10,000",
EXOSENS SAS,EXOSENS SAS,0.63,"37,000",
403870,HPSP(403870.KS),0.62,"100,000",
6961,ENPLAS(6961.JP),0.36,"20,000",57.20
SUSS MICROTEC SE,SUSS MICROTEC SE,0.33,"25,000",
