股票代號,個股名稱,投資比例(%),持有股數,Price
009150,Samsung Elec Mech(009150.KS),6.33,"80,000",
MU,Micron(MU.US),5.86,"105,000",
AMD,AMD(AMD.US),4.97,"175,000",
285A,Kioxia Holdings(285A.JP),4.27,"150,000",
SNDK,Sandisk(SNDK.US),3.83,"39,000",
2454,聯發科(2454.TW),3.46,"410,000",4155.00
MRVL,Marvell(MRVL.US),3.18,"200,000",
6981,Murata Mfg.(6981.JP),3.14,"870,000",
LITE,Lumentum(LITE.US),3.04,"62,000",
2383,台光電(2383.TW),2.96,"310,000",4940.00
INFINEON TECHNOLOGIES AG,INFINEON TECHNOLOGIES AG,2.91,"557,550",
3037,欣興(3037.TW),2.74,"1,500,000",884.00
BE,Bloom Energy(BE.US),2.63,"170,000",
VSH,Vishay(VSH.US),2.54,"725,429",
6787,Meiko Electronics(6787.JP),2.24,"175,000",
WDC,Western Digital(WDC.US),2.22,"72,000",
6997,Nippon Chemi-Con(6997.JP),2.07,"1,215,100",74.40
4062,IBIDEN(4062.JP),1.91,"275,000",
5706,Mitsui Kinzoku(5706.JP),1.91,"130,000",52.60
2330,台積電(2330.TW),1.74,"400,000",2255.00
NOK,Nokia(NOK.US),1.74,"2,100,000",
STM,STMicroelectronics(STM.US),1.64,"375,000",
6976,TAIYO YUDEN(6976.JP),1.61,"240,000",
2308,台達電(2308.TW),1.59,"350,000",2200.00
5274,信驊(5274.TW),1.55,"46,000",16840.00
AIXTRON SE,AIXTRON SE,1.44,"380,000",
6963,ROHM(6963.JP),1.39,"710,000",
6515,穎崴(6515.TW),1.30,"80,000",8125.00
ARM,Arm(ARM.US),1.27,"65,518",
3711,日月光投控(3711.TW),1.18,"1,100,000",539.00
7826,Furuya Metal(7826.JP),1.17,"374,300",
3436,SUMCO(3436.JP),1.14,"875,400",
CRWD,CrowdStrike Holdings(CRWD.US),1.08,"28,000",
603256,宏和科技(603256.SH),1.06,"580,000",
3017,奇鋐(3017.TW),1.03,"215,000",2360.00
6223,旺矽(6223.TW),1.00,"90,000",5770.00
NVDA,NVIDIA(NVDA.US),0.93,"75,000",
2360,致茂(2360.TW),0.90,"200,000",2210.00
7220,Musashi Seimitsu(7220.JP),0.90,"380,000",
5801,Furukawa Electric(5801.JP),0.87,"50,000",
S.O.I.T.E.C.,S.O.I.T.E.C.,0.87,"90,000",
CRDO,Credo(CRDO.US),0.84,"60,000",
COHR,Coherent(COHR.US),0.81,"38,000",
DDOG,Datadog(DDOG.US),0.81,"60,000",
6920,Lasertec Corporation(6920.JP),0.75,"50,000",
6274,台燿(6274.TW),0.70,"230,000",1500.00
ORCL,Oracle(ORCL.US),0.61,"50,000",
GLW,Corning(GLW.US),0.58,"56,000",
HOCHTIEF AG,HOCHTIEF AG,0.57,"17,918",
7769,鴻勁(7769.TW),0.47,"36,000",6840.00
BE SEMICONDUCTOR INDUSTRIES,BE SEMICONDUCTOR INDUSTRIES,0.45,"23,000",
AXTI,AXT(AXTI.US),0.42,"90,000",
