股票代號,個股名稱,投資比例(%),持有股數,Price
SNDK,Sandisk(SNDK.US),5.54,"38,000",
LITE,Lumentum(LITE.US),5.46,"55,000",
MU,Micron(MU.US),4.87,"65,000",
BE,Bloom Energy(BE.US),3.88,"145,000",
2454,聯發科(2454.TW),3.67,"315,000",3700.00
AMD,AMD(AMD.US),3.24,"75,000",
2383,台光電(2383.TW),3.16,"217,000",4900.00
GLW,Corning(GLW.US),2.93,"150,000",
CIEN,Ciena(CIEN.US),2.85,"52,000",
009150,Samsung Elec Mech(009150.KS),2.71,"47,000",
4062,IBIDEN(4062.JP),2.58,"275,000",
6787,Meiko Electronics(6787.JP),2.46,"130,000",
5706,Mitsui Kinzoku(5706.JP),2.46,"80,000",50.50
WDC,Western Digital(WDC.US),2.43,"50,000",
MRVL,Marvell(MRVL.US),2.38,"148,000",
3037,欣興(3037.TW),2.32,"897,000",875.00
285A,Kioxia Holdings(285A.JP),2.21,"80,000",
2308,台達電(2308.TW),2.07,"307,000",2195.00
6515,穎崴(6515.TW),2.03,"67,000",9950.00
GEV,GE Vernova(GEV.US),1.92,"19,000",
5801,Furukawa Electric(5801.JP),1.88,"72,000",
FORM,FormFactor(FORM.US),1.86,"130,000",
2330,台積電(2330.TW),1.81,"270,000",2255.00
7826,Furuya Metal(7826.JP),1.78,"346,400",
6997,Nippon Chemi-Con(6997.JP),1.69,"888,000",74.90
3017,奇鋐(3017.TW),1.65,"215,000",2520.00
5803,Fujikura(5803.JP),1.64,"400,000",
5274,信驊(5274.TW),1.61,"30,000",18005.00
AIXTRON SE,AIXTRON SE,1.61,"305,000",
COHR,Coherent(COHR.US),1.61,"45,000",
GOOGL,Alphabet - Class A Common Stock(GOOGL.US),1.61,"44,000",
SIEMENS ENERGY AG,SIEMENS ENERGY AG,1.49,"75,000",
3711,日月光投控(3711.TW),1.37,"850,000",555.00
APPLIED OPTOELECTRONICS INC,APPLIED OPTOELECTRONICS INC,1.22,"70,000",
HOCHTIEF AG,HOCHTIEF AG,1.20,"20,000",
3110,Nittobo(3110.JP),1.10,"63,200",
6274,台燿(6274.TW),1.01,"230,000",1450.00
AVGO,Broadcom(AVGO.US),1.01,"25,000",
6223,旺矽(6223.TW),0.90,"60,000",5480.00
TER,Teradyne(TER.US),0.83,"24,000",
S.O.I.T.E.C.,S.O.I.T.E.C.,0.81,"45,000",
AXTI,AXT(AXTI.US),0.81,"68,000",
6869,長飛光纖光纜(6869.HK),0.81,"260,000",84.90
006400,SAMSUNG SDI(006400.KS),0.79,"18,000",
VIAV,Viavi Solutions(VIAV.US),0.78,"150,000",
NVDA,NVIDIA(NVDA.US),0.62,"30,000",
010120,LS ELECTRIC(010120.KS),0.58,"30,000",
268A,Rigaku Holdings(268A.JP),0.53,"300,000",
2360,致茂(2360.TW),0.43,"60,000",2440.00
NBIS,Nebius Group(NBIS.US),0.35,"20,000",
7769,鴻勁(7769.TW),0.27,"14,000",6870.00
