股票代號,個股名稱,投資比例(%),持有股數,Price
LITE,Lumentum(LITE.US),9.42,"50,000",
SNDK,Sandisk(SNDK.US),5.09,"31,800",
MU,Micron(MU.US),4.59,"55,000",
6787,Meiko Electronics(6787.JP),4.12,"108,000",
GLW,Corning(GLW.US),4.07,"120,700",
CIEN,Ciena(CIEN.US),3.88,"38,000",
GEV,GE Vernova(GEV.US),3.36,"16,400",
5801,Furukawa Electric(5801.JP),3.34,"72,000",
3017,奇鋐(3017.TW),3.17,"215,000",2030.00
SIEMENS ENERGY AG,SIEMENS ENERGY AG,2.95,"75,000",
2383,台光電(2383.TW),2.86,"144,000",2885.00
6515,穎崴(6515.TW),2.82,"60,000",7100.00
3037,欣興(3037.TW),2.77,"750,000",564.00
COHR,Coherent(COHR.US),2.65,"45,000",
2308,台達電(2308.TW),2.62,"257,000",1515.00
5706,Mitsui Kinzoku(5706.JP),2.54,"60,000",51.70
005930,SAMSUNG ELEC(005930.KS),2.51,"95,000",
285A,Kioxia Holdings(285A.JP),2.31,"76,500",
2330,台積電(2330.TW),2.28,"177,000",1860.00
HOCHTIEF AG,HOCHTIEF AG,2.14,"20,000",
BE,Bloom Energy(BE.US),2.10,"68,000",
5274,信驊(5274.TW),2.00,"24,000",11470.00
TER,Teradyne(TER.US),1.98,"28,000",
FSLY,Fastly(FSLY.US),1.91,"250,000",
3110,Nittobo(3110.JP),1.58,"56,500",
NVDA,NVIDIA(NVDA.US),1.52,"37,500",
WDC,Western Digital(WDC.US),1.48,"22,000",
AIXTRON SE,AIXTRON SE,1.36,"155,000",
2360,致茂(2360.TW),1.31,"120,000",1570.00
5803,Fujikura(5803.JP),1.29,"210,000",
7769,鴻勁(7769.TW),1.09,"40,000",4010.00
009150,Samsung Elec Mech(009150.KS),1.05,"17,000",
268A,Rigaku Holdings(268A.JP),0.98,"300,000",
GOOGL,Alphabet - Class A Common Stock(GOOGL.US),0.94,"14,000",
S.O.I.T.E.C.,S.O.I.T.E.C.,0.85,"65,000",
VIAV,Viavi Solutions(VIAV.US),0.84,"100,000",
AXTI,AXT(AXTI.US),0.82,"68,000",
6869,長飛光纖光纜(6869.HK),0.80,"146,000",82.30
BKSY,BlackSky(BKSY.US),0.74,"105,224",
4971,MEC(4971.JP),0.67,"71,000",602.00
KEYS,Keysight Technologies(KEYS.US),0.66,"10,000",
EXOSENS SAS,EXOSENS SAS,0.63,"37,000",
403870,HPSP(403870.KS),0.61,"100,000",
6961,ENPLAS(6961.JP),0.34,"20,000",56.40
SUSS MICROTEC SE,SUSS MICROTEC SE,0.33,"25,000",
