股票代號,個股名稱,投資比例(%),持有股數,Price
LITE,Lumentum(LITE.US),5.95,"117,000",
3037,欣興(3037.TW),4.80,"2,600,000",1145.00
2383,台光電(2383.TW),4.66,"445,000",6205.00
009150,Samsung Elec Mech(009150.KS),4.07,"70,000",
MU,Micron(MU.US),3.71,"70,000",
6981,Murata Mfg.(6981.JP),3.69,"1,350,000",
285A,Kioxia Holdings(285A.JP),3.67,"180,000",
AMD,AMD(AMD.US),3.45,"130,000",
CRDO,Credo(CRDO.US),3.34,"225,000",
STX,Seagate(STX.US),3.13,"60,000",
TSEM,Tower Semiconductor(TSEM.US),3.00,"216,825",
PANW,Palo Alto(PANW.US),2.96,"150,000",
2330,台積電(2330.TW),2.57,"650,000",2380.00
BE,Bloom Energy(BE.US),2.56,"210,000",
MRVL,Marvell(MRVL.US),2.52,"205,000",
2454,聯發科(2454.TW),2.47,"370,000",3885.00
6223,旺矽(6223.TW),2.31,"242,000",5270.00
SNOW,Snowflake(SNOW.US),2.25,"130,000",
WDC,Western Digital(WDC.US),2.25,"80,000",
2308,台達電(2308.TW),2.24,"720,000",1820.00
SNDK,Sandisk(SNDK.US),1.97,"21,000",
6871,MICRONICS(6871.JP),1.87,"370,000",
300408,三環集團(300408.SZ),1.77,"1,749,879",
COHR,Coherent(COHR.US),1.75,"95,000",
6976,TAIYO YUDEN(6976.JP),1.68,"450,000",
PLTR,Palantir Technologies(PLTR.US),1.63,"180,000",
INFINEON TECHNOLOGIES AG,INFINEON TECHNOLOGIES AG,1.60,"425,000",
2327,國巨*(2327.TW),1.55,"1,550,000",576.00
SPCX,SpaceX(SPCX.US),1.53,"200,000",
MPWR,Monolithic Power Systems(MPWR.US),1.34,"18,000",
6997,Nippon Chemi-Con(6997.JP),1.32,"1,275,100",68.50
TER,Teradyne(TER.US),1.28,"55,000",
LMT,Lockheed Martin(LMT.US),1.18,"38,000",
3017,奇鋐(3017.TW),1.12,"215,000",3035.00
FORMFACTOR INC,FORMFACTOR INC,1.09,"150,454",
301377,鼎泰高科(301377.SZ),1.05,"291,988",
6787,Meiko Electronics(6787.JP),1.02,"160,000",
3711,日月光投控(3711.TW),1.01,"1,000,000",599.00
3308,中際旭創(3308.HK),0.93,"110,000",20.10
NOW,ServiceNow(NOW.US),0.83,"135,000",
NET,Cloudflare(NET.US),0.72,"45,000",
TWLO,Twilio(TWLO.US),0.66,"55,000",
AEHR,Aehr Test Systems(AEHR.US),0.53,"70,000",
AIXTRON SE,AIXTRON SE,0.51,"200,000",
4979,華星光(4979.TW),0.40,"450,000",528.00
4180,Appier(4180.JP),0.11,"250,000",
