股票代號,個股名稱,投資比例(%),持有股數,Price
LITE,Lumentum(LITE.US),4.78,"55,000",
MU,Micron(MU.US),4.71,"70,000",
SNDK,Sandisk(SNDK.US),4.56,"38,000",
BE,Bloom Energy(BE.US),4.08,"155,000",
AMD,AMD(AMD.US),3.90,"100,000",
2454,聯發科(2454.TW),2.95,"315,000",3260.00
2383,台光電(2383.TW),2.94,"217,000",4615.00
009150,Samsung Elec Mech(009150.KS),2.79,"47,000",
6787,Meiko Electronics(6787.JP),2.76,"130,000",
GLW,Corning(GLW.US),2.71,"150,000",
CIEN,Ciena(CIEN.US),2.67,"52,000",
3037,欣興(3037.TW),2.64,"1,090,000",821.00
5801,Furukawa Electric(5801.JP),2.58,"82,000",
4062,IBIDEN(4062.JP),2.56,"275,000",
285A,Kioxia Holdings(285A.JP),2.53,"95,000",
5706,Mitsui Kinzoku(5706.JP),2.50,"90,000",50.10
MRVL,Marvell(MRVL.US),2.34,"148,000",
2330,台積電(2330.TW),2.15,"345,000",2265.00
WDC,Western Digital(WDC.US),2.12,"50,000",
7826,Furuya Metal(7826.JP),2.02,"346,400",
COHR,Coherent(COHR.US),2.00,"57,000",
5274,信驊(5274.TW),1.96,"40,000",17195.00
6515,穎崴(6515.TW),1.94,"67,000",9780.00
2308,台達電(2308.TW),1.82,"307,000",2075.00
GEV,GE Vernova(GEV.US),1.80,"19,000",
AIXTRON SE,AIXTRON SE,1.71,"305,000",
6997,Nippon Chemi-Con(6997.JP),1.67,"888,000",72.00
3711,日月光投控(3711.TW),1.66,"1,100,000",547.00
6223,旺矽(6223.TW),1.56,"90,000",5895.00
GOOGL,Alphabet - Class A Common Stock(GOOGL.US),1.53,"44,000",
3017,奇鋐(3017.TW),1.51,"215,000",2455.00
APPLIED OPTOELECTRONICS INC,APPLIED OPTOELECTRONICS INC,1.41,"79,677",
SIEMENS ENERGY AG,SIEMENS ENERGY AG,1.35,"75,000",
5803,Fujikura(5803.JP),1.18,"339,300",
HOCHTIEF AG,HOCHTIEF AG,1.08,"20,000",
NVDA,NVIDIA(NVDA.US),1.02,"50,000",
AVGO,Broadcom(AVGO.US),0.95,"25,000",
6274,台燿(6274.TW),0.92,"230,000",1305.00
AXTI,AXT(AXTI.US),0.90,"90,000",
GRACE FABRIC TECHNOLOGY CO-A,GRACE FABRIC TECHNOLOGY CO-A,0.82,"450,000",
7769,鴻勁(7769.TW),0.75,"36,000",6895.00
TER,Teradyne(TER.US),0.74,"24,000",
6869,長飛光纖光纜(6869.HK),0.73,"260,000",81.10
FORM,FormFactor(FORM.US),0.72,"65,000",
VIAV,Viavi Solutions(VIAV.US),0.69,"150,000",
S.O.I.T.E.C.,S.O.I.T.E.C.,0.69,"45,000",
INFINEON TECHNOLOGIES AG,INFINEON TECHNOLOGIES AG,0.69,"100,000",
2360,致茂(2360.TW),0.68,"110,000",2240.00
010120,LS ELECTRIC(010120.KS),0.49,"30,000",
NBIS,Nebius Group(NBIS.US),0.38,"20,000",
268A,Rigaku Holdings(268A.JP),0.05,"31,000",
