股票代號,個股名稱,投資比例(%),持有股數,Price
MU,Micron(MU.US),6.47,"116,000",
285A,Kioxia Holdings(285A.JP),5.61,"185,000",
009150,Samsung Elec Mech(009150.KS),5.37,"80,000",
AMD,AMD(AMD.US),5.10,"185,000",
SNDK,Sandisk(SNDK.US),4.27,"41,000",
6981,Murata Mfg.(6981.JP),3.85,"1,066,000",
BE,Bloom Energy(BE.US),3.57,"209,220",
MRVL,Marvell(MRVL.US),3.41,"230,000",
2454,聯發科(2454.TW),3.38,"445,000",4285.00
2383,台光電(2383.TW),3.15,"330,000",5560.00
INFINEON TECHNOLOGIES AG,INFINEON TECHNOLOGIES AG,3.05,"625,000",
LITE,Lumentum(LITE.US),2.72,"62,000",
3037,欣興(3037.TW),2.69,"1,650,000",931.00
WDC,Western Digital(WDC.US),2.56,"72,000",
6976,TAIYO YUDEN(6976.JP),2.31,"415,000",
6997,Nippon Chemi-Con(6997.JP),2.24,"1,275,100",73.50
4062,IBIDEN(4062.JP),2.20,"275,000",
VSH,Vishay(VSH.US),2.19,"700,429",
5706,Mitsui Kinzoku(5706.JP),1.97,"130,000",52.70
6787,Meiko Electronics(6787.JP),1.87,"175,000",
STM,STMicroelectronics(STM.US),1.83,"475,000",
8035,Tokyo Electron(8035.JP),1.82,"76,000",
2303,聯電(2303.TW),1.71,"6,000,000",178.00
2330,台積電(2330.TW),1.67,"400,000",2390.00
BE SEMICONDUCTOR INDUSTRIES,BE SEMICONDUCTOR INDUSTRIES,1.62,"90,000",
ARM,Arm(ARM.US),1.56,"80,000",
6920,Lasertec Corporation(6920.JP),1.49,"87,500",
5274,信驊(5274.TW),1.43,"46,000",18325.00
CRDO,Credo(CRDO.US),1.40,"97,000",
6515,穎崴(6515.TW),1.39,"88,000",9500.00
6223,旺矽(6223.TW),1.29,"115,000",7175.00
AIXTRON SE,AIXTRON SE,1.28,"380,000",
3711,日月光投控(3711.TW),1.22,"1,100,000",653.00
2308,台達電(2308.TW),1.22,"350,000",2000.00
7826,Furuya Metal(7826.JP),1.15,"374,300",
COHR,Coherent(COHR.US),1.11,"55,000",
3436,SUMCO(3436.JP),1.10,"875,400",
3017,奇鋐(3017.TW),0.87,"215,000",2530.00
6274,台燿(6274.TW),0.71,"244,000",1765.00
6278,Union Tool(6278.JP),0.67,"90,000",201.50
S.O.I.T.E.C.,S.O.I.T.E.C.,0.66,"90,000",
PERIC SPECIAL GASES CO LTD-A,PERIC SPECIAL GASES CO LTD-A,0.61,"200,000",
CRWD,CrowdStrike Holdings(CRWD.US),0.51,"14,000",
7769,鴻勁(7769.TW),0.10,"9,000",6755.00
