股票代號,個股名稱,投資比例(%),持有股數,Price
LITE,Lumentum(LITE.US),8.15,"82,652",
SNDK,Sandisk(SNDK.US),5.21,"60,433",
MU,Micron(MU.US),4.68,"96,571",
2308,台達電(2308.TW),4.39,"628,000",1380.00
2330,台積電(2330.TW),4.16,"497,000",1760.00
TSEM,Tower Semiconductor(TSEM.US),3.47,"145,349",
TER,Teradyne(TER.US),3.33,"80,100",
5801,Furukawa Electric(5801.JP),2.96,"101,400",
CIEN,Ciena(CIEN.US),2.88,"52,342",
AIXTRON SE,AIXTRON SE,2.80,"503,734",
5706,Mitsui Kinzoku(5706.JP),2.57,"92,300",51.00
GLW,Corning(GLW.US),2.53,"130,495",
005930,SAMSUNG ELEC(005930.KS),2.51,"143,231",
GEV,GE Vernova(GEV.US),2.22,"18,000",
6787,Meiko Electronics(6787.JP),2.11,"81,500",
3653,健策(3653.TW),2.01,"110,000",3795.00
SIEMENS ENERGY AG,SIEMENS ENERGY AG,1.93,"78,915",
2383,台光電(2383.TW),1.89,"144,000",2600.00
2313,華通(2313.TW),1.84,"1,490,000",248.00
智邦,智邦,1.70,"221,000",
KEYS,Keysight Technologies(KEYS.US),1.70,"41,900",
NVDA,NVIDIA(NVDA.US),1.57,"63,050",
WDC,Western Digital(WDC.US),1.57,"41,462",
RIGAKU HOLDINGS CORP,RIGAKU HOLDINGS CORP,1.55,"753,100",
2360,致茂(2360.TW),1.51,"198,000",1465.00
5803,Fujikura(5803.JP),1.50,"354,000",
2368,金像電(2368.TW),1.39,"330,000",860.00
3017,奇鋐(3017.TW),1.31,"130,000",1990.00
ASML HOLDING NV-NY REG SHS,ASML HOLDING NV-NY REG SHS,1.31,"6,960",
BE,Bloom Energy(BE.US),1.28,"71,100",
NOKIA CORP-SPON ADR,NOKIA CORP-SPON ADR,1.13,"945,396",
3037,欣興(3037.TW),1.10,"475,000",444.50
009150,Samsung Elec Mech(009150.KS),1.03,"24,303",
AMD,AMD(AMD.US),1.00,"33,700",
INTC,Intel(INTC.US),0.98,"157,700",
S.O.I.T.E.C.,S.O.I.T.E.C.,0.97,"108,481",
精測,精測,0.87,"56,000",
CIRCLE INTERNET GROUP INC,CIRCLE INTERNET GROUP INC,0.62,"45,812",
6274,台燿(6274.TW),0.61,"214,000",569.00
AIMECHATEC LTD,AIMECHATEC LTD,0.59,"112,500",
3110,Nittobo(3110.JP),0.57,"30,800",
PLANET LABS PBC,PLANET LABS PBC,0.57,"136,600",
嘉澤,嘉澤,0.56,"54,000",
6590,Shibaura Mechatronics(6590.JP),0.54,"134,300",72.00
6941,YAMAICHI ELECTRONICS(6941.JP),0.54,"73,100",
6920,Lasertec Corporation(6920.JP),0.53,"15,900",
旺矽,旺矽,0.53,"30,000",
信驊,信驊,0.53,"10,000",
AKAMAI TECHNOLOGIES INC,AKAMAI TECHNOLOGIES INC,0.50,"30,000",
FASTLY INC - CLASS A,FASTLY INC - CLASS A,0.47,"123,200",
AST SPACEMOBILE INC,AST SPACEMOBILE INC,0.45,"40,100",
AXT INC,AXT INC,0.44,"55,200",
COHR,Coherent(COHR.US),0.44,"13,300",
SUSS MICROTEC SE,SUSS MICROTEC SE,0.43,"51,632",
RKLB,Rocket Lab(RKLB.US),0.42,"48,686",
