股票代號,個股名稱,投資比例(%),持有股數,Price
LITE,Lumentum(LITE.US),7.14,"87,599",
BE,Bloom Energy(BE.US),4.05,"166,800",
MU,Micron(MU.US),4.03,"46,965",
NVDA,NVIDIA(NVDA.US),3.78,"197,000",
SMTC,Semtech(SMTC.US),3.57,"242,500",
META,Meta(META.US),3.35,"58,680",
AMD,AMD(AMD.US),3.20,"70,579",
SNOW,Snowflake(SNOW.US),3.18,"109,800",
2383,台光電(2383.TW),3.16,"212,000",5345.00
2454,聯發科(2454.TW),3.10,"243,000",4560.00
MSFT,Microsoft(MSFT.US),3.10,"71,120",
PLTR,Palantir Technologies(PLTR.US),2.76,"187,342",
2330,台積電(2330.TW),2.72,"406,000",2380.00
MRVL,Marvell(MRVL.US),2.65,"127,400",
INTC,Intel(INTC.US),2.60,"287,200",
SPCX,SpaceX(SPCX.US),2.60,"195,500",
HOOD,Robinhood Markets(HOOD.US),2.33,"235,555",
SNDK,Sandisk(SNDK.US),2.32,"16,143",
285A,Kioxia Holdings(285A.JP),2.12,"68,900",
AAPL,Apple(AAPL.US),2.04,"69,880",
6981,Murata Mfg.(6981.JP),2.00,"477,100",
2308,台達電(2308.TW),1.99,"441,000",1620.00
3037,欣興(3037.TW),1.94,"716,000",970.00
000660,SK hynix(000660.KS),1.93,"16,304",
DELL,Dell(DELL.US),1.81,"36,300",
009150,Samsung Elec Mech(009150.KS),1.71,"18,688",
6857,Advantest(6857.JP),1.59,"88,100",
NOK,Nokia(NOK.US),1.58,"1,615,000",
3017,奇鋐(3017.TW),1.48,"158,000",3310.00
4062,IBIDEN(4062.JP),1.46,"130,900",
6223,旺矽(6223.TW),1.41,"90,000",5595.00
PANW,Palo Alto(PANW.US),1.39,"47,955",
NTRA,Natera(NTRA.US),1.26,"43,700",
2449,京元電子(2449.TW),1.22,"1,665,000",261.50
AMZN,Amazon(AMZN.US),1.08,"48,000",
FSLY,Fastly(FSLY.US),1.04,"509,700",
NET,Cloudflare(NET.US),0.99,"36,800",
WDC,Western Digital(WDC.US),0.94,"23,862",
8046,南電(8046.TW),0.91,"302,000",1055.00
2360,致茂(2360.TW),0.78,"130,000",2140.00
3529,力旺(3529.TW),0.76,"106,000",2730.00
GOOGL,Alphabet - Class A Common Stock(GOOGL.US),0.76,"25,400",
7769,鴻勁(7769.TW),0.72,"41,000",6305.00
TWST,Twist Bioscience(TWST.US),0.62,"55,700",
3665,貿聯-KY(3665.TW),0.49,"94,000",1955.00
