股票代號,個股名稱,投資比例(%),持有股數,Price
LITE,Lumentum(LITE.US),7.93,"81,252",
SNDK,Sandisk(SNDK.US),5.17,"60,433",
MU,Micron(MU.US),4.86,"96,571",
2308,台達電(2308.TW),4.22,"628,000",1485.00
2330,台積電(2330.TW),4.06,"497,000",1780.00
TSEM,Tower Semiconductor(TSEM.US),3.60,"145,349",
TER,Teradyne(TER.US),3.37,"80,100",
AIXTRON SE,AIXTRON SE,2.92,"503,734",
CIEN,Ciena(CIEN.US),2.88,"52,342",
5801,Furukawa Electric(5801.JP),2.69,"94,100",
5706,Mitsui Kinzoku(5706.JP),2.53,"92,300",51.30
005930,SAMSUNG ELEC(005930.KS),2.43,"143,231",
GEV,GE Vernova(GEV.US),2.23,"18,000",
NVDA,NVIDIA(NVDA.US),2.03,"83,550",
GLW,Corning(GLW.US),2.02,"105,095",
AMAT,Applied Materials(AMAT.US),1.97,"41,100",
SIEMENS ENERGY AG,SIEMENS ENERGY AG,1.94,"78,915",
3653,健策(3653.TW),1.92,"110,000",3890.00
2383,台光電(2383.TW),1.88,"144,000",2785.00
6787,Meiko Electronics(6787.JP),1.87,"73,200",
KEYS,Keysight Technologies(KEYS.US),1.67,"41,900",
智邦,智邦,1.64,"221,000",
2313,華通(2313.TW),1.62,"1,490,000",263.00
WDC,Western Digital(WDC.US),1.61,"41,462",
5803,Fujikura(5803.JP),1.47,"59,000",
2360,致茂(2360.TW),1.44,"198,000",1625.00
2368,金像電(2368.TW),1.35,"330,000",898.00
RIGAKU HOLDINGS CORP,RIGAKU HOLDINGS CORP,1.35,"651,500",
BE,Bloom Energy(BE.US),1.35,"71,100",
3017,奇鋐(3017.TW),1.31,"130,000",2135.00
ASML HOLDING NV-NY REG SHS,ASML HOLDING NV-NY REG SHS,1.31,"6,960",
CIRCLE INTERNET GROUP INC,CIRCLE INTERNET GROUP INC,1.26,"90,812",
S.O.I.T.E.C.,S.O.I.T.E.C.,1.25,"142,945",
6590,Shibaura Mechatronics(6590.JP),1.18,"293,400",72.70
6941,YAMAICHI ELECTRONICS(6941.JP),1.12,"145,200",
NOKIA CORP-SPON ADR,NOKIA CORP-SPON ADR,1.11,"945,396",
3037,欣興(3037.TW),1.06,"475,000",493.50
009150,Samsung Elec Mech(009150.KS),1.05,"24,303",
INTC,Intel(INTC.US),0.99,"157,700",
AMD,AMD(AMD.US),0.97,"33,700",
2449,京元電子(2449.TW),0.95,"746,000",272.00
GOOGL,Alphabet - Class A Common Stock(GOOGL.US),0.95,"23,900",
AIMECHATEC LTD,AIMECHATEC LTD,0.85,"50,500",
4062,IBIDEN(4062.JP),0.73,"96,900",
PLANET LABS PBC,PLANET LABS PBC,0.63,"136,600",
3110,Nittobo(3110.JP),0.60,"30,800",
6274,台燿(6274.TW),0.58,"214,000",602.00
4971,MEC(4971.JP),0.57,"87,900",635.00
信驊,信驊,0.51,"10,000",
SUSS MICROTEC SE,SUSS MICROTEC SE,0.48,"51,632",
AXT INC,AXT INC,0.46,"55,200",
COHR,Coherent(COHR.US),0.46,"13,300",
RKLB,Rocket Lab(RKLB.US),0.45,"48,686",
