股票代號,個股名稱,投資比例(%),持有股數,Price
LITE,Lumentum(LITE.US),8.03,"101,272",
MU,Micron(MU.US),4.41,"55,645",
285A,Kioxia Holdings(285A.JP),4.29,"161,600",
MRVL,Marvell(MRVL.US),4.28,"207,000",
6981,Murata Mfg.(6981.JP),3.57,"935,600",
3037,欣興(3037.TW),3.53,"1,146,000",1180.00
AMD,AMD(AMD.US),3.46,"85,079",
009150,Samsung Elec Mech(009150.KS),3.41,"42,083",
2383,台光電(2383.TW),3.32,"212,000",5500.00
BE,Bloom Energy(BE.US),2.67,"144,800",
CRDO,Credo(CRDO.US),2.64,"138,000",
TSEM,Tower Semiconductor(TSEM.US),2.61,"139,700",
2330,台積電(2330.TW),2.60,"406,000",2410.00
000660,SK hynix(000660.KS),2.17,"21,113",
2308,台達電(2308.TW),2.05,"441,000",1770.00
SMTC,Semtech(SMTC.US),1.96,"164,500",
WDC,Western Digital(WDC.US),1.95,"49,262",
AMAT,Applied Materials(AMAT.US),1.91,"47,106",
INFINEON TECHNOLOGIES AG,INFINEON TECHNOLOGIES AG,1.81,"332,843",
NTRA,Natera(NTRA.US),1.75,"61,200",
SNDK,Sandisk(SNDK.US),1.71,"13,543",
6857,Advantest(6857.JP),1.67,"88,100",
SPCX,SpaceX(SPCX.US),1.58,"134,300",
6274,台燿(6274.TW),1.53,"376,000",1445.00
2454,聯發科(2454.TW),1.49,"142,000",3865.00
NOW,ServiceNow(NOW.US),1.47,"138,800",
AMZN,Amazon(AMZN.US),1.46,"66,400",
TEAM,Atlassian(TEAM.US),1.44,"101,300",
TER,Teradyne(TER.US),1.42,"46,320",
AXON,Axon Enterprise(AXON.US),1.40,"27,320",
INTC,Intel(INTC.US),1.36,"182,500",
COHR,Coherent(COHR.US),1.31,"52,539",
META,Meta(META.US),1.25,"25,600",
MSFT,Microsoft(MSFT.US),1.24,"29,680",
6223,旺矽(6223.TW),1.20,"90,000",5090.00
CIEN,Ciena(CIEN.US),1.03,"30,197",
AXTI,AXT(AXTI.US),1.03,"187,220",
3711,日月光投控(3711.TW),1.01,"641,000",605.00
PANW,Palo Alto(PANW.US),1.01,"35,400",
PLTR,Palantir Technologies(PLTR.US),1.00,"66,842",
RBRK,Rubrik(RBRK.US),0.99,"122,500",
4062,IBIDEN(4062.JP),0.96,"89,700",
8046,南電(8046.TW),0.95,"302,000",1295.00
2345,智邦(2345.TW),0.94,"172,000",2090.00
DIOD,Diodes(DIOD.US),0.86,"111,900",
2449,京元電子(2449.TW),0.65,"1,008,000",247.50
RVMD,Revolution Medicines(RVMD.US),0.50,"27,600",
TWST,Twist Bioscience(TWST.US),0.49,"38,500",
CBRS,Cerebras(CBRS.US),0.40,"25,900",
