股票代號,個股名稱,投資比例(%),持有股數,Price
LITE,Lumentum(LITE.US),7.69,"101,272",
NVDA,NVIDIA(NVDA.US),4.73,"249,100",
2383,台光電(2383.TW),3.30,"212,000",5445.00
3037,欣興(3037.TW),3.07,"1,146,000",973.00
NOW,ServiceNow(NOW.US),2.76,"221,400",
2330,台積電(2330.TW),2.73,"406,000",2385.00
BE,Bloom Energy(BE.US),2.70,"144,800",
6981,Murata Mfg.(6981.JP),2.68,"674,300",
CRDO,Credo(CRDO.US),2.49,"138,000",
MU,Micron(MU.US),2.45,"30,005",
TSEM,Tower Semiconductor(TSEM.US),2.43,"139,700",
AMD,AMD(AMD.US),2.41,"59,979",
AMZN,Amazon(AMZN.US),2.40,"107,900",
MRVL,Marvell(MRVL.US),2.39,"130,000",
SMTC,Semtech(SMTC.US),2.39,"206,700",
2308,台達電(2308.TW),2.27,"441,000",1730.00
MSFT,Microsoft(MSFT.US),2.12,"48,360",
PANW,Palo Alto(PANW.US),2.07,"65,355",
PLTR,Palantir Technologies(PLTR.US),2.07,"131,442",
TEAM,Atlassian(TEAM.US),2.05,"125,200",
SNOW,Snowflake(SNOW.US),2.04,"73,000",
WDC,Western Digital(WDC.US),1.94,"49,262",
285A,Kioxia Holdings(285A.JP),1.92,"68,900",
META,Meta(META.US),1.81,"35,840",
NTRA,Natera(NTRA.US),1.71,"61,200",
009150,Samsung Elec Mech(009150.KS),1.70,"18,688",
2454,聯發科(2454.TW),1.69,"142,000",4275.00
SPCX,SpaceX(SPCX.US),1.67,"134,300",
6857,Advantest(6857.JP),1.61,"88,100",
6274,台燿(6274.TW),1.50,"376,000",1410.00
3017,奇鋐(3017.TW),1.49,"158,000",3310.00
GOOGL,Alphabet - Class A Common Stock(GOOGL.US),1.47,"50,400",
INTC,Intel(INTC.US),1.42,"182,500",
INFINEON TECHNOLOGIES AG,INFINEON TECHNOLOGIES AG,1.36,"244,923",
6223,旺矽(6223.TW),1.34,"90,000",5290.00
2449,京元電子(2449.TW),1.28,"1,665,000",270.50
SNDK,Sandisk(SNDK.US),1.28,"9,543",
COHR,Coherent(COHR.US),1.25,"52,539",
3711,日月光投控(3711.TW),1.08,"641,000",589.00
2345,智邦(2345.TW),1.05,"172,000",2140.00
AVGO,Broadcom(AVGO.US),1.02,"31,560",
8046,南電(8046.TW),1.02,"302,000",1200.00
4062,IBIDEN(4062.JP),1.01,"89,700",
NBIS,Nebius Group(NBIS.US),0.97,"55,500",
CIEN,Ciena(CIEN.US),0.95,"30,197",
DELL,Dell(DELL.US),0.94,"25,400",
DIOD,Diodes(DIOD.US),0.85,"111,900",
3665,貿聯-KY(3665.TW),0.60,"94,000",2170.00
RVMD,Revolution Medicines(RVMD.US),0.51,"27,600",
TWST,Twist Bioscience(TWST.US),0.44,"38,500",
