股票代號,個股名稱,投資比例(%),持有股數,Price
MU,Micron(MU.US),6.15,"79,671",
SNDK,Sandisk(SNDK.US),5.37,"36,813",
LITE,Lumentum(LITE.US),4.89,"70,905",
285A,Kioxia Holdings(285A.JP),4.29,"117,700",
009150,Samsung Elec Mech(009150.KS),4.02,"43,920",
2308,台達電(2308.TW),3.94,"744,000",2215.00
AMD,AMD(AMD.US),3.78,"99,679",
MRVL,Marvell(MRVL.US),3.76,"172,700",
6976,TAIYO YUDEN(6976.JP),3.20,"398,500",
2330,台積電(2330.TW),2.82,"511,000",2310.00
AMAT,Applied Materials(AMAT.US),2.65,"61,746",
BE,Bloom Energy(BE.US),2.38,"123,500",
INFINEON TECHNOLOGIES AG,INFINEON TECHNOLOGIES AG,2.33,"326,919",
2454,聯發科(2454.TW),2.25,"225,000",4180.00
6981,Murata Mfg.(6981.JP),2.19,"504,700",
SNOW,Snowflake(SNOW.US),2.07,"111,000",
LRCX,Lam Research(LRCX.US),2.06,"73,173",
2383,台光電(2383.TW),1.80,"144,000",4830.00
4062,IBIDEN(4062.JP),1.76,"200,000",
AIXTRON SE,AIXTRON SE,1.74,"344,838",
000660,SK hynix(000660.KS),1.68,"15,788",
6787,Meiko Electronics(6787.JP),1.67,"118,800",
3037,欣興(3037.TW),1.62,"773,000",902.00
STM,STMicroelectronics(STM.US),1.54,"254,800",
WDC,Western Digital(WDC.US),1.49,"36,262",
TSEM,Tower Semiconductor(TSEM.US),1.47,"73,282",
COHR,Coherent(COHR.US),1.40,"49,560",
ARM,Arm(ARM.US),1.39,"52,242",
6723,Renesas Electronics(6723.JP),1.24,"604,000",
STX,Seagate(STX.US),1.24,"18,360",
SMTC,Semtech(SMTC.US),1.23,"96,600",
VSH,Vishay(VSH.US),1.22,"267,800",
VECO,Veeco Instruments Inc.(VECO.US),1.04,"187,300",
VICR,Vicor Corporation(VICR.US),1.00,"43,400",
5347,世界(5347.TW),0.99,"2,498,000",169.50
WOLF,Wolfspeed(WOLF.US),0.98,"277,800",
NOK,Nokia(NOK.US),0.98,"901,410",
6274,台燿(6274.TW),0.97,"268,000",1430.00
6997,Nippon Chemi-Con(6997.JP),0.95,"479,600",77.00
NVTS,Navitas(NVTS.US),0.93,"537,686",
5706,Mitsui Kinzoku(5706.JP),0.90,"50,100",53.00
2345,智邦(2345.TW),0.78,"139,000",2335.00
7220,Musashi Seimitsu(7220.JP),0.75,"302,600",
3017,奇鋐(3017.TW),0.74,"130,000",2405.00
NVDA,NVIDIA(NVDA.US),0.74,"46,650",
3443,創意(3443.TW),0.60,"60,000",4380.00
3665,貿聯-KY(3665.TW),0.58,"110,000",2310.00
2360,致茂(2360.TW),0.55,"103,000",2295.00
3436,SUMCO(3436.JP),0.51,"309,800",
4958,臻鼎-KY(4958.TW),0.47,"363,000",552.00
6223,旺矽(6223.TW),0.46,"31,000",6485.00
5274,信驊(5274.TW),0.43,"10,000",18445.00
