股票代號,個股名稱,投資比例(%),持有股數,Price
LITE,Lumentum(LITE.US),7.46,"101,272",
MU,Micron(MU.US),6.21,"80,645",
285A,Kioxia Holdings(285A.JP),4.36,"147,200",
SNDK,Sandisk(SNDK.US),3.98,"29,303",
009150,Samsung Elec Mech(009150.KS),3.53,"42,083",
AMD,AMD(AMD.US),3.27,"85,079",
6981,Murata Mfg.(6981.JP),3.17,"798,800",
3037,欣興(3037.TW),3.07,"1,146,000",1145.00
COHR,Coherent(COHR.US),3.04,"113,979",
CRDO,Credo(CRDO.US),2.97,"138,000",
MRVL,Marvell(MRVL.US),2.84,"159,600",
TSEM,Tower Semiconductor(TSEM.US),2.80,"139,700",
DELL,Dell(DELL.US),2.75,"75,300",
2383,台光電(2383.TW),2.75,"181,000",6205.00
BE,Bloom Energy(BE.US),2.56,"144,800",
2454,聯發科(2454.TW),2.37,"245,000",3885.00
2330,台積電(2330.TW),2.33,"406,000",2380.00
WDC,Western Digital(WDC.US),2.01,"49,262",
2308,台達電(2308.TW),1.99,"441,000",1820.00
AXTI,AXT(AXTI.US),1.95,"267,320",
SMTC,Semtech(SMTC.US),1.93,"164,500",
AMAT,Applied Materials(AMAT.US),1.92,"47,106",
INFINEON TECHNOLOGIES AG,INFINEON TECHNOLOGIES AG,1.82,"332,843",
6857,Advantest(6857.JP),1.59,"88,100",
TER,Teradyne(TER.US),1.56,"46,320",
PANW,Palo Alto(PANW.US),1.51,"52,800",
INTC,Intel(INTC.US),1.44,"182,500",
AEHR,Aehr Test Systems(AEHR.US),1.38,"124,354",
6223,旺矽(6223.TW),1.25,"90,000",5270.00
WOLF,Wolfspeed(WOLF.US),1.07,"401,100",
NBIS,Nebius Group(NBIS.US),1.02,"49,800",
NVDA,NVIDIA(NVDA.US),1.02,"59,700",
CIEN,Ciena(CIEN.US),1.02,"30,197",
SNOW,Snowflake(SNOW.US),1.00,"39,800",
U,Unity Software(U.US),0.99,"287,500",
LRCX,Lam Research(LRCX.US),0.97,"37,200",
6274,台燿(6274.TW),0.97,"255,000",1545.00
000660,SK hynix(000660.KS),0.95,"10,663",
FSLY,Fastly(FSLY.US),0.95,"429,000",
2345,智邦(2345.TW),0.94,"172,000",2225.00
3711,日月光投控(3711.TW),0.94,"641,000",599.00
RBRK,Rubrik(RBRK.US),0.94,"122,500",
4062,IBIDEN(4062.JP),0.93,"89,700",
8046,南電(8046.TW),0.93,"302,000",1245.00
DIOD,Diodes(DIOD.US),0.92,"111,900",
PLTR,Palantir Technologies(PLTR.US),0.73,"55,726",
2449,京元電子(2449.TW),0.60,"1,008,000",236.00
