股票代號,個股名稱,投資比例(%),持有股數,Price
LITE,Lumentum(LITE.US),7.25,"70,985",
SNDK,Sandisk(SNDK.US),4.92,"44,593",
2308,台達電(2308.TW),4.91,"628,000",2015.00
2330,台積電(2330.TW),3.95,"497,000",2050.00
MU,Micron(MU.US),3.90,"71,171",
TSEM,Tower Semiconductor(TSEM.US),3.12,"118,182",
GLW,Corning(GLW.US),2.94,"145,895",
BE,Bloom Energy(BE.US),2.94,"109,100",
TER,Teradyne(TER.US),2.71,"58,500",
5706,Mitsui Kinzoku(5706.JP),2.65,"92,300",51.70
CIEN,Ciena(CIEN.US),2.61,"42,342",
285A,Kioxia Holdings(285A.JP),2.58,"102,900",
5801,Furukawa Electric(5801.JP),2.49,"73,200",
3653,健策(3653.TW),2.29,"110,000",5410.00
2383,台光電(2383.TW),2.21,"144,000",4065.00
009150,Samsung Elec Mech(009150.KS),2.20,"34,369",
005930,SAMSUNG ELEC(005930.KS),2.10,"115,810",
AEHR,Aehr Test Systems(AEHR.US),2.03,"177,400",
WDC,Western Digital(WDC.US),1.94,"41,462",
MARVELL TECHNOLOGY INC,MARVELL TECHNOLOGY INC,1.90,"103,000",
2345,智邦(2345.TW),1.88,"221,000",2200.00
AIXTRON SE,AIXTRON SE,1.82,"278,437",
6787,Meiko Electronics(6787.JP),1.82,"85,300",
2368,金像電(2368.TW),1.76,"370,000",1250.00
CRWV,CoreWeave(CRWV.US),1.54,"109,900",
AVGO,Broadcom(AVGO.US),1.52,"30,960",
3037,欣興(3037.TW),1.31,"475,000",716.00
S.O.I.T.E.C.,S.O.I.T.E.C.,1.30,"89,943",
3017,奇鋐(3017.TW),1.29,"130,000",
5803,Fujikura(5803.JP),1.10,"243,500",
COHR,Coherent(COHR.US),1.10,"26,174",
3110,Nittobo(3110.JP),1.09,"53,700",
000660,SK hynix(000660.KS),1.09,"10,711",
INTC,Intel(INTC.US),1.07,"132,600",
3533,嘉澤(3533.TW),1.03,"101,000",2650.00
6274,台燿(6274.TW),1.00,"268,000",973.00
AMZN,Amazon(AMZN.US),0.98,"32,200",
GOOGL,Alphabet - Class A Common Stock(GOOGL.US),0.94,"23,200",
NVDA,NVIDIA(NVDA.US),0.93,"38,250",
6510,精測(6510.TW),0.89,"56,000",4200.00
CROWDSTRIKE HOLDINGS INC - A,CROWDSTRIKE HOLDINGS INC - A,0.83,"15,200",
APP,Applovin(APP.US),0.82,"14,160",
2360,致茂(2360.TW),0.81,"103,000",2030.00
AMD,AMD(AMD.US),0.80,"23,100",
ORACLE CORP,ORACLE CORP,0.80,"36,120",
268A,Rigaku Holdings(268A.JP),0.72,"340,900",
ONTO,Onto Innovation(ONTO.US),0.64,"18,000",
力旺,力旺,0.61,"36,000",
5274,信驊(5274.TW),0.59,"10,000",16085.00
PLTR,Palantir Technologies(PLTR.US),0.59,"33,200",
RKLB,Rocket Lab(RKLB.US),0.55,"52,200",
FASTLY INC - CLASS A,FASTLY INC - CLASS A,0.55,"168,600",
2467,志聖(2467.TW),0.54,"249,000",597.00
臻鼎-KY,臻鼎-KY,0.53,"435,000",
GLOBALFOUNDRIES INC,GLOBALFOUNDRIES INC,0.50,"68,800",
