股票代號,個股名稱,投資比例(%),持有股數,Price
LITE,Lumentum(LITE.US),9.73,"84,185",
SNDK,Sandisk(SNDK.US),6.04,"61,593",
MU,Micron(MU.US),4.94,"96,571",
TSEM,Tower Semiconductor(TSEM.US),4.33,"156,582",
2330,台積電(2330.TW),3.93,"497,000",1860.00
2308,台達電(2308.TW),3.92,"628,000",1515.00
CIEN,Ciena(CIEN.US),3.49,"55,742",
TER,Teradyne(TER.US),3.46,"80,100",
GLW,Corning(GLW.US),3.01,"145,895",
5801,Furukawa Electric(5801.JP),2.88,"101,400",
AIXTRON SE,AIXTRON SE,2.68,"503,734",
5706,Mitsui Kinzoku(5706.JP),2.40,"92,300",51.70
005930,SAMSUNG ELEC(005930.KS),2.36,"143,231",
GEV,GE Vernova(GEV.US),2.26,"18,000",
SIEMENS ENERGY AG,SIEMENS ENERGY AG,1.90,"78,915",
6787,Meiko Electronics(6787.JP),1.90,"81,500",
2313,華通(2313.TW),1.83,"1,611,000",275.00
3653,健策(3653.TW),1.78,"110,000",3760.00
2383,台光電(2383.TW),1.75,"144,000",2885.00
WDC,Western Digital(WDC.US),1.71,"41,462",
KEYS,Keysight Technologies(KEYS.US),1.70,"41,900",
NVDA,NVIDIA(NVDA.US),1.56,"63,050",
智邦,智邦,1.53,"221,000",
2360,致茂(2360.TW),1.52,"226,000",1570.00
RIGAKU HOLDINGS CORP,RIGAKU HOLDINGS CORP,1.50,"753,100",
2368,金像電(2368.TW),1.46,"370,000",927.00
BE,Bloom Energy(BE.US),1.35,"71,100",
NOKIA CORP-SPON ADR,NOKIA CORP-SPON ADR,1.34,"1,086,346",
5803,Fujikura(5803.JP),1.33,"354,000",
AMD,AMD(AMD.US),1.33,"43,800",
ASML HOLDING NV-NY REG SHS,ASML HOLDING NV-NY REG SHS,1.28,"6,960",
3017,奇鋐(3017.TW),1.18,"130,000",2030.00
INTC,Intel(INTC.US),1.11,"157,700",
3037,欣興(3037.TW),1.08,"475,000",564.00
FASTLY INC - CLASS A,FASTLY INC - CLASS A,0.97,"206,235",
009150,Samsung Elec Mech(009150.KS),0.94,"24,303",
6274,台燿(6274.TW),0.87,"321,000",683.00
S.O.I.T.E.C.,S.O.I.T.E.C.,0.87,"108,481",
精測,精測,0.77,"56,000",
PLANET LABS PBC,PLANET LABS PBC,0.68,"136,600",
嘉澤,嘉澤,0.65,"73,000",
AEHR,Aehr Test Systems(AEHR.US),0.62,"100,300",
CIRCLE INTERNET GROUP INC,CIRCLE INTERNET GROUP INC,0.58,"45,812",
AXT INC,AXT INC,0.54,"73,000",
3110,Nittobo(3110.JP),0.53,"30,800",
AST SPACEMOBILE INC,AST SPACEMOBILE INC,0.52,"40,100",
信驊,信驊,0.51,"10,000",
6920,Lasertec Corporation(6920.JP),0.49,"15,900",
AIMECHATEC LTD,AIMECHATEC LTD,0.48,"101,000",
COHR,Coherent(COHR.US),0.48,"13,300",
聖暉*,聖暉*,0.45,"148,000",
志聖,志聖,0.43,"249,000",
