股票代號,個股名稱,投資比例(%),持有股數,Price
LITE,Lumentum(LITE.US),7.20,"70,985",
SNDK,Sandisk(SNDK.US),4.94,"40,093",
2308,台達電(2308.TW),4.82,"628,000",2220.00
NVDA,NVIDIA(NVDA.US),4.54,"202,650",
MU,Micron(MU.US),3.61,"62,071",
BE,Bloom Energy(BE.US),3.47,"109,100",
2330,台積電(2330.TW),3.28,"433,000",2275.00
TSEM,Tower Semiconductor(TSEM.US),2.94,"118,182",
AMD,AMD(AMD.US),2.84,"71,400",
5706,Mitsui Kinzoku(5706.JP),2.74,"92,300",51.10
285A,Kioxia Holdings(285A.JP),2.71,"102,900",
009150,Samsung Elec Mech(009150.KS),2.64,"41,884",
WDC,Western Digital(WDC.US),2.55,"52,262",
2383,台光電(2383.TW),2.32,"144,000",4755.00
5801,Furukawa Electric(5801.JP),2.18,"73,200",
AIXTRON SE,AIXTRON SE,2.11,"344,838",
3653,健策(3653.TW),2.10,"110,000",5300.00
GLW,Corning(GLW.US),2.08,"112,595",
GOOGL,Alphabet - Class A Common Stock(GOOGL.US),2.08,"48,100",
3037,欣興(3037.TW),1.99,"634,000",911.00
005930,SAMSUNG ELEC(005930.KS),1.94,"115,810",
MARVELL TECHNOLOGY INC,MARVELL TECHNOLOGY INC,1.91,"103,000",
6787,Meiko Electronics(6787.JP),1.89,"85,300",
2345,智邦(2345.TW),1.79,"221,000",2505.00
TER,Teradyne(TER.US),1.66,"42,900",
S.O.I.T.E.C.,S.O.I.T.E.C.,1.50,"89,943",
AVGO,Broadcom(AVGO.US),1.45,"30,960",
CIEN,Ciena(CIEN.US),1.45,"24,442",
CRWV,CoreWeave(CRWV.US),1.38,"109,900",
2368,金像電(2368.TW),1.32,"267,000",1440.00
3017,奇鋐(3017.TW),1.31,"130,000",2885.00
LS ELECTRIC CO LTD,LS ELECTRIC CO LTD,1.11,"52,680",
3110,Nittobo(3110.JP),1.08,"53,700",
000660,SK hynix(000660.KS),1.04,"10,711",
5803,Fujikura(5803.JP),1.02,"243,500",
FORMFACTOR INC,FORMFACTOR INC,0.97,"63,300",
6274,台燿(6274.TW),0.96,"268,000",1110.00
3533,嘉澤(3533.TW),0.94,"101,000",2610.00
COHR,Coherent(COHR.US),0.94,"26,174",
2360,致茂(2360.TW),0.77,"103,000",2310.00
CROWDSTRIKE HOLDINGS INC - A,CROWDSTRIKE HOLDINGS INC - A,0.76,"15,200",
5347,世界(5347.TW),0.74,"1,442,000",151.00
INTC,Intel(INTC.US),0.74,"69,505",
NOKIA CORP-SPON ADR,NOKIA CORP-SPON ADR,0.69,"477,710",
臻鼎-KY,臻鼎-KY,0.65,"435,000",
268A,Rigaku Holdings(268A.JP),0.65,"340,900",
ONTO,Onto Innovation(ONTO.US),0.60,"18,000",
4062,IBIDEN(4062.JP),0.59,"61,900",
5274,信驊(5274.TW),0.58,"10,000",17545.00
2467,志聖(2467.TW),0.54,"249,000",580.00
力旺,力旺,0.50,"36,000",
RKLB,Rocket Lab(RKLB.US),0.48,"52,200",
2454,聯發科(2454.TW),0.46,"50,000",2870.00
