股票代號,個股名稱,投資比例(%),持有股數,Price
LITE,Lumentum(LITE.US),9.30,"81,585",
SNDK,Sandisk(SNDK.US),7.00,"64,493",
MU,Micron(MU.US),5.19,"96,571",
2308,台達電(2308.TW),4.14,"628,000",1735.00
TSEM,Tower Semiconductor(TSEM.US),4.07,"156,582",
2330,台積電(2330.TW),3.89,"497,000",2000.00
TER,Teradyne(TER.US),3.72,"80,100",
5801,Furukawa Electric(5801.JP),3.63,"101,400",
CIEN,Ciena(CIEN.US),3.46,"55,742",
GLW,Corning(GLW.US),3.16,"145,895",
AIXTRON SE,AIXTRON SE,2.73,"503,734",
5706,Mitsui Kinzoku(5706.JP),2.57,"92,300",52.00
005930,SAMSUNG ELEC(005930.KS),2.52,"143,231",
GEV,GE Vernova(GEV.US),2.22,"18,000",
BE,Bloom Energy(BE.US),1.99,"97,600",
3653,健策(3653.TW),1.87,"110,000",4125.00
2383,台光電(2383.TW),1.86,"144,000",3420.00
6787,Meiko Electronics(6787.JP),1.85,"85,300",
2313,華通(2313.TW),1.82,"1,611,000",286.00
WDC,Western Digital(WDC.US),1.79,"41,462",
KEYS,Keysight Technologies(KEYS.US),1.73,"41,900",
2360,致茂(2360.TW),1.67,"226,000",1785.00
2368,金像電(2368.TW),1.62,"370,000",1090.00
RIGAKU HOLDINGS CORP,RIGAKU HOLDINGS CORP,1.51,"753,100",
智邦,智邦,1.50,"221,000",
5803,Fujikura(5803.JP),1.43,"354,000",
AMD,AMD(AMD.US),1.32,"43,800",
NOKIA CORP-SPON ADR,NOKIA CORP-SPON ADR,1.32,"1,086,346",
NVDA,NVIDIA(NVDA.US),1.28,"54,550",
INTC,Intel(INTC.US),1.24,"157,700",
3037,欣興(3037.TW),1.19,"475,000",638.00
3017,奇鋐(3017.TW),1.16,"130,000",2265.00
AEHR,Aehr Test Systems(AEHR.US),1.12,"127,700",
009150,Samsung Elec Mech(009150.KS),1.08,"24,303",
6274,台燿(6274.TW),1.03,"321,000",808.00
SIEMENS ENERGY AG,SIEMENS ENERGY AG,0.90,"36,735",
FASTLY INC - CLASS A,FASTLY INC - CLASS A,0.77,"206,235",
精測,精測,0.76,"56,000",
S.O.I.T.E.C.,S.O.I.T.E.C.,0.72,"89,943",
嘉澤,嘉澤,0.68,"73,000",
ONTO,Onto Innovation(ONTO.US),0.66,"21,000",
3110,Nittobo(3110.JP),0.62,"30,800",
BE SEMICONDUCTOR INDUSTRIES,BE SEMICONDUCTOR INDUSTRIES,0.60,"19,584",
PLANET LABS PBC,PLANET LABS PBC,0.60,"136,600",
信驊,信驊,0.50,"10,000",
志聖,志聖,0.49,"249,000",
COHR,Coherent(COHR.US),0.48,"13,300",
7769,鴻勁(7769.TW),0.48,"28,000",4200.00
AST SPACEMOBILE INC,AST SPACEMOBILE INC,0.47,"40,100",
000660,SK hynix(000660.KS),0.47,"5,435",
聖暉*,聖暉*,0.41,"148,000",
285A,Kioxia Holdings(285A.JP),0.29,"13,000",
