股票代號,個股名稱,投資比例(%),持有股數,Price
SNDK,Sandisk(SNDK.US),6.55,"43,653",
MU,Micron(MU.US),5.93,"79,671",
LITE,Lumentum(LITE.US),4.95,"70,905",
285A,Kioxia Holdings(285A.JP),4.52,"117,700",
009150,Samsung Elec Mech(009150.KS),4.01,"46,909",
2308,台達電(2308.TW),3.95,"744,000",2210.00
AMD,AMD(AMD.US),3.87,"99,679",
MRVL,Marvell(MRVL.US),3.42,"161,300",
6976,TAIYO YUDEN(6976.JP),3.37,"453,700",
2454,聯發科(2454.TW),2.94,"294,000",4470.00
AMAT,Applied Materials(AMAT.US),2.66,"61,746",
INFINEON TECHNOLOGIES AG,INFINEON TECHNOLOGIES AG,2.28,"326,919",
BE,Bloom Energy(BE.US),2.18,"110,600",
6981,Murata Mfg.(6981.JP),2.04,"504,700",
LRCX,Lam Research(LRCX.US),2.03,"73,173",
2330,台積電(2330.TW),2.01,"363,000",2375.00
SNOW,Snowflake(SNOW.US),1.96,"111,000",
4062,IBIDEN(4062.JP),1.81,"200,000",
000660,SK hynix(000660.KS),1.69,"15,788",
2383,台光電(2383.TW),1.67,"144,000",5030.00
3037,欣興(3037.TW),1.67,"773,000",960.00
WDC,Western Digital(WDC.US),1.55,"36,262",
ARM,Arm(ARM.US),1.51,"52,242",
STM,STMicroelectronics(STM.US),1.49,"254,800",
COHR,Coherent(COHR.US),1.45,"49,560",
STX,Seagate(STX.US),1.30,"18,360",
6723,Renesas Electronics(6723.JP),1.24,"604,000",
SMTC,Semtech(SMTC.US),1.22,"96,600",
VSH,Vishay(VSH.US),1.21,"267,800",
VECO,Veeco Instruments Inc.(VECO.US),1.10,"187,300",
5706,Mitsui Kinzoku(5706.JP),1.04,"50,100",52.50
3436,SUMCO(3436.JP),1.02,"587,700",
5347,世界(5347.TW),1.01,"2,498,000",174.50
AIXTRON SE,AIXTRON SE,1.01,"202,732",
MKSI,MKS(MKSI.US),1.01,"37,300",
NOK,Nokia(NOK.US),1.01,"901,410",
VICR,Vicor Corporation(VICR.US),1.00,"43,400",
6146,DISCO(6146.JP),0.99,"26,100",194.00
6223,旺矽(6223.TW),0.96,"62,000",6435.00
TSEM,Tower Semiconductor(TSEM.US),0.96,"48,382",
NVTS,Navitas(NVTS.US),0.95,"537,686",
WOLF,Wolfspeed(WOLF.US),0.95,"289,800",
6997,Nippon Chemi-Con(6997.JP),0.95,"479,600",76.00
6787,Meiko Electronics(6787.JP),0.94,"64,100",
6274,台燿(6274.TW),0.92,"268,000",1570.00
7220,Musashi Seimitsu(7220.JP),0.82,"355,300",
3665,貿聯-KY(3665.TW),0.80,"144,000",2265.00
3017,奇鋐(3017.TW),0.75,"130,000",2410.00
3443,創意(3443.TW),0.72,"69,000",4815.00
2360,致茂(2360.TW),0.57,"103,000",2265.00
4958,臻鼎-KY(4958.TW),0.48,"363,000",590.00
5274,信驊(5274.TW),0.44,"10,000",17810.00
