股票代號,個股名稱,投資比例(%),持有股數,Price
LITE,Lumentum(LITE.US),6.84,"70,985",
SNDK,Sandisk(SNDK.US),6.79,"47,173",
2308,台達電(2308.TW),4.50,"628,000",2280.00
MU,Micron(MU.US),4.22,"62,071",
2330,台積電(2330.TW),3.88,"531,000",2310.00
BE,Bloom Energy(BE.US),3.18,"109,100",
AMD,AMD(AMD.US),3.07,"71,400",
009150,Samsung Elec Mech(009150.KS),2.69,"41,884",
CRWV,CoreWeave(CRWV.US),2.65,"188,300",
TSEM,Tower Semiconductor(TSEM.US),2.62,"118,182",
WDC,Western Digital(WDC.US),2.58,"52,262",
5706,Mitsui Kinzoku(5706.JP),2.48,"92,300",51.90
285A,Kioxia Holdings(285A.JP),2.45,"102,900",
2383,台光電(2383.TW),2.31,"144,000",4960.00
005930,SAMSUNG ELEC(005930.KS),2.17,"115,810",
GLW,Corning(GLW.US),2.09,"112,595",
AIXTRON SE,AIXTRON SE,2.06,"344,838",
5801,Furukawa Electric(5801.JP),1.98,"73,200",
GOOGL,Alphabet - Class A Common Stock(GOOGL.US),1.95,"48,100",
MRVL,Marvell(MRVL.US),1.81,"103,000",
2345,智邦(2345.TW),1.78,"221,000",2560.00
3037,欣興(3037.TW),1.76,"634,000",896.00
6787,Meiko Electronics(6787.JP),1.66,"85,300",
S.O.I.T.E.C.,S.O.I.T.E.C.,1.58,"89,943",
3653,健策(3653.TW),1.54,"110,000",3875.00
SEAGATE TECHNOLOGY HOLDINGS,SEAGATE TECHNOLOGY HOLDINGS,1.47,"18,360",
CIEN,Ciena(CIEN.US),1.44,"24,442",
APPLIED OPTOELECTRONICS INC,APPLIED OPTOELECTRONICS INC,1.39,"76,000",
5347,世界(5347.TW),1.37,"2,498,000",185.50
AVGO,Broadcom(AVGO.US),1.34,"30,960",
2368,金像電(2368.TW),1.25,"267,000",1450.00
000660,SK hynix(000660.KS),1.21,"10,711",
010120,LS ELECTRIC(010120.KS),1.17,"52,680",
6274,台燿(6274.TW),1.14,"268,000",1445.00
ARM HOLDINGS PLC-ADR,ARM HOLDINGS PLC-ADR,1.09,"45,000",
TER,Teradyne(TER.US),1.05,"26,900",
3017,奇鋐(3017.TW),1.03,"130,000",2415.00
3110,Nittobo(3110.JP),0.99,"53,700",
FORM,FormFactor(FORM.US),0.96,"63,300",
AEHR,Aehr Test Systems(AEHR.US),0.95,"95,700",
5803,Fujikura(5803.JP),0.93,"243,500",
COHR,Coherent(COHR.US),0.92,"26,174",
INTC,Intel(INTC.US),0.80,"69,505",
2360,致茂(2360.TW),0.78,"103,000",2325.00
NVDA,NVIDIA(NVDA.US),0.76,"36,050",
NOK,Nokia(NOK.US),0.64,"477,710",
5274,信驊(5274.TW),0.61,"10,000",17890.00
268A,Rigaku Holdings(268A.JP),0.60,"340,900",
2454,聯發科(2454.TW),0.56,"50,000",3420.00
4062,IBIDEN(4062.JP),0.54,"61,900",
3529,力旺(3529.TW),0.51,"36,000",4705.00
