股票代號,個股名稱,投資比例(%),持有股數,Price
LITE,Lumentum(LITE.US),8.95,"81,252",
SNDK,Sandisk(SNDK.US),6.35,"65,833",
MU,Micron(MU.US),6.27,"115,471",
2330,台積電(2330.TW),3.86,"497,000",1845.00
2308,台達電(2308.TW),3.82,"628,000",1550.00
TSEM,Tower Semiconductor(TSEM.US),3.61,"145,349",
TER,Teradyne(TER.US),3.52,"80,100",
CIEN,Ciena(CIEN.US),3.09,"52,342",
AIXTRON SE,AIXTRON SE,2.72,"503,734",
005930,SAMSUNG ELEC(005930.KS),2.50,"143,231",
GOOGL,Alphabet - Class A Common Stock(GOOGL.US),2.46,"61,600",
5801,Furukawa Electric(5801.JP),2.29,"94,100",
GEV,GE Vernova(GEV.US),2.25,"18,000",
5706,Mitsui Kinzoku(5706.JP),2.13,"81,700",51.90
AMAT,Applied Materials(AMAT.US),2.11,"41,100",
NVDA,NVIDIA(NVDA.US),2.01,"83,550",
SIEMENS ENERGY AG,SIEMENS ENERGY AG,1.91,"78,915",
3653,健策(3653.TW),1.87,"110,000",3945.00
KEYS,Keysight Technologies(KEYS.US),1.72,"41,900",
WDC,Western Digital(WDC.US),1.71,"41,462",
2383,台光電(2383.TW),1.66,"144,000",2845.00
6787,Meiko Electronics(6787.JP),1.63,"73,200",
智邦,智邦,1.46,"221,000",
BE,Bloom Energy(BE.US),1.42,"71,100",
5016,JX Advanced Metals(5016.JP),1.36,"441,300",25.45
ASML HOLDING NV-NY REG SHS,ASML HOLDING NV-NY REG SHS,1.34,"6,960",
2313,華通(2313.TW),1.34,"1,490,000",230.00
2360,致茂(2360.TW),1.26,"198,000",1625.00
CIRCLE INTERNET GROUP INC,CIRCLE INTERNET GROUP INC,1.26,"90,812",
GLW,Corning(GLW.US),1.25,"64,295",
S.O.I.T.E.C.,S.O.I.T.E.C.,1.16,"142,945",
2368,金像電(2368.TW),1.12,"294,000",922.00
RIGAKU HOLDINGS CORP,RIGAKU HOLDINGS CORP,1.12,"651,500",
3017,奇鋐(3017.TW),1.09,"130,000",2100.00
NOKIA CORP-SPON ADR,NOKIA CORP-SPON ADR,1.07,"945,396",
6941,YAMAICHI ELECTRONICS(6941.JP),1.05,"145,200",
009150,Samsung Elec Mech(009150.KS),0.98,"24,303",
3037,欣興(3037.TW),0.94,"475,000",506.00
4971,MEC(4971.JP),0.93,"160,000",479.00
6590,Shibaura Mechatronics(6590.JP),0.92,"249,500",73.30
2449,京元電子(2449.TW),0.89,"746,000",288.50
5803,Fujikura(5803.JP),0.84,"37,900",
AIMECHATEC LTD,AIMECHATEC LTD,0.83,"50,500",
4062,IBIDEN(4062.JP),0.66,"96,900",
PLANET LABS PBC,PLANET LABS PBC,0.60,"136,600",
3110,Nittobo(3110.JP),0.54,"30,800",
6274,台燿(6274.TW),0.50,"214,000",580.00
SUSS MICROTEC SE,SUSS MICROTEC SE,0.47,"51,632",
RKLB,Rocket Lab(RKLB.US),0.44,"48,686",
