股票代號,個股名稱,投資比例(%),持有股數,Price
MU,Micron(MU.US),6.58,"79,671",
LITE,Lumentum(LITE.US),5.17,"64,665",
SNDK,Sandisk(SNDK.US),4.90,"36,813",
285A,Kioxia Holdings(285A.JP),4.44,"117,700",
2308,台達電(2308.TW),4.33,"744,000",2455.00
009150,Samsung Elec Mech(009150.KS),4.07,"43,920",
AMD,AMD(AMD.US),3.71,"91,679",
2330,台積電(2330.TW),3.00,"511,000",2425.00
BE,Bloom Energy(BE.US),2.90,"123,500",
MRVL,Marvell(MRVL.US),2.84,"125,800",
INFINEON TECHNOLOGIES AG,INFINEON TECHNOLOGIES AG,2.60,"326,919",
6976,TAIYO YUDEN(6976.JP),2.49,"316,000",
WDC,Western Digital(WDC.US),2.28,"52,262",
6787,Meiko Electronics(6787.JP),2.26,"118,800",
4062,IBIDEN(4062.JP),2.05,"200,000",
000660,SK hynix(000660.KS),1.90,"15,788",
6981,Murata Mfg.(6981.JP),1.88,"377,400",
3037,欣興(3037.TW),1.86,"773,000",1000.00
5706,Mitsui Kinzoku(5706.JP),1.81,"75,200",52.90
AIXTRON SE,AIXTRON SE,1.81,"344,838",
GLW,Corning(GLW.US),1.75,"112,595",
2383,台光電(2383.TW),1.73,"144,000",4830.00
ARM,Arm(ARM.US),1.63,"52,242",
SNOW,Snowflake(SNOW.US),1.59,"78,500",
TSEM,Tower Semiconductor(TSEM.US),1.56,"73,282",
2454,聯發科(2454.TW),1.49,"133,000",4545.00
STX,Seagate(STX.US),1.32,"18,360",
SMTC,Semtech(SMTC.US),1.25,"96,600",
ORACLE CORP,ORACLE CORP,1.23,"64,800",
6723,Renesas Electronics(6723.JP),1.20,"555,900",
CIEN,Ciena(CIEN.US),1.19,"24,442",
NOK,Nokia(NOK.US),1.18,"901,410",
WOLF,Wolfspeed(WOLF.US),1.14,"241,500",
NVTS,Navitas(NVTS.US),1.08,"537,686",
5347,世界(5347.TW),1.06,"2,498,000",168.00
5801,Furukawa Electric(5801.JP),1.06,"42,800",
6274,台燿(6274.TW),1.05,"268,000",1695.00
S.O.I.T.E.C.,S.O.I.T.E.C.,1.05,"76,183",
STM,STMicroelectronics(STM.US),1.03,"167,500",
VICR,Vicor Corporation(VICR.US),0.97,"37,700",
3017,奇鋐(3017.TW),0.87,"130,000",2855.00
GOOGL,Alphabet - Class A Common Stock(GOOGL.US),0.85,"30,140",
DIOD,Diodes(DIOD.US),0.84,"95,200",
2345,智邦(2345.TW),0.83,"139,000",2585.00
NVDA,NVIDIA(NVDA.US),0.81,"46,650",
6997,Nippon Chemi-Con(6997.JP),0.71,"306,300",72.50
7220,Musashi Seimitsu(7220.JP),0.70,"174,600",
NBIS,Nebius Group(NBIS.US),0.70,"34,406",
3443,創意(3443.TW),0.67,"60,000",4605.00
2360,致茂(2360.TW),0.62,"103,000",2545.00
4958,臻鼎-KY(4958.TW),0.47,"363,000",510.00
5274,信驊(5274.TW),0.45,"10,000",17980.00
7826,Furuya Metal(7826.JP),0.35,"77,400",
