股票代號,個股名稱,投資比例(%),持有股數,Price
2330,台積電(2330.TW),6.10,"984,000",2030.00
2383,台光電(2383.TW),4.10,"353,000",3800.00
3105,穩懋(3105.TW),3.96,"2,408,000",539.00
8996,高力(8996.TW),3.84,"1,030,000",1220.00
6515,穎崴(6515.TW),3.81,"121,000",10305.00
2345,智邦(2345.TW),3.67,"581,000",2070.00
6442,光聖(6442.TW),3.57,"542,000",2155.00
3037,欣興(3037.TW),3.50,"1,784,000",643.00
6223,旺矽(6223.TW),3.39,"214,000",5195.00
3665,貿聯-KY(3665.TW),3.03,"420,000",2365.00
3017,奇鋐(3017.TW),2.97,"405,000",2400.00
3533,嘉澤(3533.TW),2.85,"375,000",2490.00
8299,群聯(8299.TW),2.77,"578,000",1570.00
3163,波若威(3163.TW),2.76,"738,000",1225.00
2360,致茂(2360.TW),2.68,"389,000",2255.00
6669,緯穎(6669.TW),2.43,"209,000",3805.00
2059,川湖(2059.TW),2.31,"208,000",3640.00
7769,鴻勁(7769.TW),2.13,"155,000",4500.00
8046,南電(8046.TW),2.07,"938,000",724.00
6510,精測(6510.TW),2.01,"176,000",3740.00
7751,竑騰(7751.TW),1.80,"311,000",1895.00
2408,南亞科(2408.TW),1.70,"2,657,000",210.00
3443,創意(3443.TW),1.67,"168,000",3255.00
4749,新應材(4749.TW),1.57,"575,000",895.00
3081,聯亞(3081.TW),1.55,"195,000",2600.00
3653,健策(3653.TW),1.53,"110,000",4565.00
8358,金居(8358.TW),1.49,"1,326,000",367.50
5274,信驊(5274.TW),1.48,"35,000",13805.00
6274,台燿(6274.TW),1.47,"510,000",946.00
6805,富世達(6805.TW),1.37,"240,000",1870.00
6584,南俊國際(6584.TW),1.35,"661,000",667.00
3131,弘塑(3131.TW),1.23,"124,000",3255.00
4991,環宇-KY(4991.TW),1.11,"552,000",660.00
3529,力旺(3529.TW),1.11,"89,000",4075.00
6531,愛普*(6531.TW),1.11,"567,000",644.00
5347,世界(5347.TW),0.97,"2,401,000",132.00
6271,同欣電(6271.TW),0.96,"1,695,000",185.50
2368,金像電(2368.TW),0.89,"248,000",1175.00
2308,台達電(2308.TW),0.83,"147,000",1840.00
2486,一詮(2486.TW),0.73,"1,297,000",185.00
3036,文曄(3036.TW),0.70,"999,000",230.00
3661,世芯-KY(3661.TW),0.70,"65,000",3515.00
8021,尖點(8021.TW),0.70,"583,920",390.50
3189,景碩(3189.TW),0.58,"484,013",391.50
3491,昇達科(3491.TW),0.40,"78,000",1670.00
3711,日月光投控(3711.TW),0.35,"258,000",442.00
3324,雙鴻(3324.TW),0.31,"99,000",1035.00
5289,宜鼎(5289.TW),0.30,"98,000",1005.00
3260,威剛(3260.TW),0.30,"268,000",368.50
2337,旺宏(2337.TW),0.30,"739,000",131.00
6781,AES-KY(6781.TW),0.23,"74,000",1040.00
2344,華邦電(2344.TW),0.19,"724,000",87.80
