股票代號,個股名稱,投資比例(%),持有股數,Price
2330,台積電(2330.TW),10.04,"179,000",2350.00
2454,聯發科(2454.TW),7.25,"81,000",3750.00
4958,臻鼎-KY(4958.TW),7.03,"611,000",482.00
2327,國巨*(2327.TW),6.69,"437,000",642.00
2383,台光電(2383.TW),5.79,"51,000",4755.00
2308,台達電(2308.TW),4.47,"105,000",1785.00
2472,立隆電(2472.TW),3.71,"601,000",258.50
8046,南電(8046.TW),3.60,"136,000",1110.00
2344,華邦電(2344.TW),3.30,"895,000",154.50
6831,邁科(6831.TW),2.86,"177,000",678.00
2408,南亞科(2408.TW),2.83,"296,000",401.00
6223,旺矽(6223.TW),2.58,"19,000",5705.00
3443,創意(3443.TW),2.53,"26,000",4070.00
3037,欣興(3037.TW),2.42,"121,000",839.00
6213,聯茂(6213.TW),2.05,"277,000",309.50
6531,愛普*(6531.TW),1.92,"94,000",858.00
3042,晶技(3042.TW),1.91,"486,000",165.00
3131,弘塑(3131.TW),1.71,"25,000",2865.00
3653,健策(3653.TW),1.64,"20,000",3430.00
3661,世芯-KY(3661.TW),1.46,"18,000",3405.00
3189,景碩(3189.TW),1.43,"84,000",711.00
2345,智邦(2345.TW),1.43,"27,000",2220.00
6239,力成(6239.TW),1.33,"199,000",279.50
3711,日月光投控(3711.TW),1.32,"90,000",613.00
8021,尖點(8021.TW),1.27,"144,000",370.00
6526,達發(6526.TW),1.27,"91,000",587.00
1303,南亞(1303.TW),1.26,"297,000",177.50
2360,致茂(2360.TW),1.24,"25,000",2080.00
8210,勤誠(8210.TW),1.18,"45,000",1095.00
6182,合晶(6182.TW),1.03,"378,000",114.00
6415,矽力*-KY(6415.TW),0.97,"87,000",467.50
6770,力積電(6770.TW),0.93,"634,000",61.60
3026,禾伸堂(3026.TW),0.90,"59,000",640.00
5269,祥碩(5269.TW),0.73,"22,000",1385.00
3017,奇鋐(3017.TW),0.62,"11,000",2380.00
2049,上銀(2049.TW),0.43,"58,000",313.00
4583,台灣精銳(4583.TW),0.41,"30,000",569.00
2467,志聖(2467.TW),0.31,"25,000",515.00
2368,金像電(2368.TW),0.30,"14,000",901.00
6510,精測(6510.TW),0.25,"4,000",2590.00
6274,台燿(6274.TW),0.18,"6,000",1250.00
3665,貿聯-KY(3665.TW),0.16,"3,000",2205.00
1802,台玻(1802.TW),0.11,"90,000",51.00
3363,上詮(3363.TW),0.10,"7,000",582.00
3533,嘉澤(3533.TW),0.09,"2,000",1970.00
4749,新應材(4749.TW),0.09,"5,086",778.00
2881,富邦金(2881.TW),0.06,"20,000",127.50
2882,國泰金(2882.TW),0.06,"25,000",97.00
2317,鴻海(2317.TW),0.05,"9,000",252.50
2382,廣達(2382.TW),0.05,"6,000",328.00
2449,京元電子(2449.TW),0.04,"6,000",271.00
