股票代號,個股名稱,投資比例(%),持有股數,Price
2330,台積電(2330.TW),10.63,"179,000",2460.00
2454,聯發科(2454.TW),7.24,"63,000",4760.00
4958,臻鼎-KY(4958.TW),6.80,"562,000",501.00
2383,台光電(2383.TW),6.76,"51,000",5495.00
2327,國巨*(2327.TW),5.23,"368,000",589.00
2308,台達電(2308.TW),5.14,"115,000",1850.00
3443,創意(3443.TW),3.15,"22,000",5935.00
6278,台表科(6278.TW),3.13,"665,000",195.00
3653,健策(3653.TW),2.73,"20,000",5655.00
8996,高力(8996.TW),2.66,"89,000",1240.00
FIMTXN*1,小型臺指期貨(FIMTXN*1.TF),2.58,-45,
6223,旺矽(6223.TW),2.52,"19,000",5490.00
6831,邁科(6831.TW),2.34,"171,000",568.00
2472,立隆電(2472.TW),2.32,"425,000",226.00
3017,奇鋐(3017.TW),2.15,"26,000",3420.00
3189,景碩(3189.TW),2.08,"106,000",813.00
7751,竑騰(7751.TW),1.84,"48,000",1590.00
3363,上詮(3363.TW),1.80,"103,000",723.00
3661,世芯-KY(3661.TW),1.76,"18,000",4040.00
3037,欣興(3037.TW),1.74,"76,000",949.00
8021,尖點(8021.TW),1.61,"144,000",462.00
3042,晶技(3042.TW),1.58,"371,000",176.50
6415,矽力*-KY(6415.TW),1.57,"156,000",418.00
3693,營邦(3693.TW),1.55,"94,000",682.00
8210,勤誠(8210.TW),1.47,"65,000",937.00
2344,華邦電(2344.TW),1.43,"330,000",180.00
2345,智邦(2345.TW),1.37,"27,000",2100.00
8046,南電(8046.TW),1.37,"54,000",1050.00
2360,致茂(2360.TW),1.35,"25,000",2230.00
6274,台燿(6274.TW),1.22,"37,000",1370.00
2408,南亞科(2408.TW),1.21,"97,000",517.00
6510,精測(6510.TW),1.17,"14,000",3470.00
6830,汎銓(6830.TW),1.11,"79,000",582.00
6683,雍智科技(6683.TW),0.92,"27,000",1410.00
5269,祥碩(5269.TW),0.77,"22,000",1440.00
6239,力成(6239.TW),0.69,"102,000",280.00
1303,南亞(1303.TW),0.48,"87,000",230.50
2368,金像電(2368.TW),0.38,"14,000",1120.00
2467,志聖(2467.TW),0.37,"25,000",619.00
4583,台灣精銳(4583.TW),0.33,"30,000",462.00
3131,弘塑(3131.TW),0.31,"5,000",2555.00
6770,力積電(6770.TW),0.22,"127,000",72.90
6526,達發(6526.TW),0.19,"12,000",644.00
3665,貿聯-KY(3665.TW),0.15,"3,000",2070.00
1802,台玻(1802.TW),0.13,"90,000",60.70
6531,愛普*(6531.TW),0.12,"5,000",960.00
4749,新應材(4749.TW),0.10,"5,086",787.00
3711,日月光投控(3711.TW),0.08,"5,000",621.00
3533,嘉澤(3533.TW),0.08,"2,000",1695.00
2881,富邦金(2881.TW),0.07,"20,000",149.50
2882,國泰金(2882.TW),0.07,"25,000",114.50
6213,聯茂(6213.TW),0.07,"6,000",513.00
2317,鴻海(2317.TW),0.06,"9,000",256.00
2382,廣達(2382.TW),0.05,"6,000",347.50
2449,京元電子(2449.TW),0.04,"6,300",273.00
